ref,x1,y1,x2,y2,choice,choice_norm,connectivity,control,controllability,entropy,harmonic_mean_depth,integration_hh,integration_p_value,integration_tekl,intensity,line_length,mean_depth,node_count,ra,ra_penn,rra,relativised_entropy,total_depth,crossfire,crossfire_per_m,length_m
118,521.05,776.63,548.44,749.11,2309,0.14824088,2,0.83333331,0.40000001,4.140883,5.9973407,0.46710819,0.090557836,0.59422398,0.39394826,38.827343,11.576271,178,0.1201849,0.43783784,2.1408317,3.9249458,2049,41.0,55.43080738562536,0.73966088415
119,236.0,228.0,243.71,233.14,1375,0.088276833,3,0.78333336,0.30000001,4.5153522,6.4517736,0.43721327,0.084762134,0.58905333,0.40206739,9.2662668,12.299435,178,0.12840267,0.49341437,2.2872133,4.8444009,2177,3.0,16.99501194597914,0.17652238254000002
120,221.05,208.63,229.33,200.0,0,0.0,3,0.69999999,0.42857143,4.5646095,6.2122617,0.39928153,0.077408344,0.58210301,0.37117428,11.959737,13.372881,178,0.14060092,0.46585366,2.5044985,4.8450971,2367,0.0,0.0,0.22783298985000003
121,411.56,458.89,412.0,492.0,3028,0.19440164,2,0.66666669,0.33333334,4.123024,5.2552466,0.54413599,0.10549115,0.60651064,0.45697278,33.112923,10.079096,178,0.10317154,0.51741743,1.8377759,3.6296663,1784,4.0,6.341142196381753,0.6308011831500001
122,588.0,184.0,594.89,179.56,72,0.0046224962,3,0.91666669,0.60000002,4.1422319,6.0390868,0.44773504,0.086801983,0.59090203,0.37772402,8.1966887,12.033898,178,0.12538521,0.41351351,2.2334638,3.9660461,2130,0.0,0.0,0.156146919735
123,434.0,626.0,480.0,628.0,700,0.044940934,2,0.83333331,0.40000001,4.4830575,4.5407052,0.39229545,0.076053955,0.58077025,0.35816169,46.043457,13.593221,178,0.14310478,0.47565278,2.5490992,4.4042392,2406,30.0,34.202539344652145,0.87712785585
124,480.0,628.0,485.33,625.33,352,0.02259887,2,1.5,0.66666669,4.4985347,3.9717529,0.36388952,0.070546925,0.57516247,0.3333635,5.961359,14.576271,178,0.1542758,0.45398772,2.7480867,4.4305162,2580,0.0,0.0,0.11356388895
125,152.0,280.0,161.6,261.2,1006,0.064586543,2,0.75,0.33333334,4.5729065,6.1585827,0.41878664,0.081189781,0.58573508,0.3900227,21.10924,12.79661,178,0.13405238,0.49073172,2.3878508,4.8661933,2265,0.0,0.0,0.402131022
126,152.0,280.0,205.45,313.09,1321,0.084809966,4,1.1666666,0.36363637,4.5350718,6.7431278,0.4533056,0.087881945,0.59186792,0.41869438,62.863747,11.898305,178,0.12384438,0.5113982,2.2060173,4.827734,2106,16.0,13.360562378239395,1.19755438035
127,451.2,475.2,465.09,461.45,54,0.003466872,3,0.75,0.375,4.1165972,6.374433,0.52899367,0.10255551,0.60420066,0.44355583,19.544682,10.338983,178,0.10612481,0.50360358,1.8903818,3.6949441,1830,5.0,13.429084781274508,0.37232619210000006
128,236.0,192.0,298.29,198.29,1067,0.068502828,3,0.91666669,0.375,4.5106401,5.7008662,0.42019534,0.08146289,0.58599252,0.38600671,62.606773,12.757062,178,0.13360298,0.47289768,2.3798454,4.6536784,2258,29.0,24.315415702484604,1.19265902565
129,714.0,748.0,740.0,748.0,65,0.004173087,2,0.83333331,0.40000001,4.5995374,5.0342641,0.32266662,0.062555082,0.56641424,0.30222136,26.0,16.310734,178,0.17398562,0.38423085,3.099174,5.09797,2887,1.0,2.0189783969311526,0.4953
130,740.0,748.0,745.2,749.6,138,0.0088597843,3,1.0,0.375,4.6030393,5.0046549,0.32774606,0.063539833,0.5675357,0.30721447,5.440588,16.073446,178,0.17128916,0.39377415,3.0511425,5.2159386,2845,0.0,0.0,0.10364320140000001
131,328.8,672.8,337.2,665.6,352,0.02259887,3,1.5833334,0.5,4.4805155,4.8919859,0.43331343,0.084006079,0.58835977,0.39540496,11.063454,12.40113,178,0.1295583,0.50780487,2.3077981,4.3035569,2195,0.0,0.0,0.2107587987
132,221.05,208.63,236.0,228.0,1184,0.076014385,4,1.1166667,0.44444445,4.5288219,6.68435,0.42202052,0.081816733,0.58632511,0.38924691,24.468334,12.706215,178,0.13302517,0.47517732,2.3695531,4.8564453,2249,7.0,15.017535245410244,0.4661217627
133,185.23,367.69,205.71,349.71,0,0.0,3,0.61666667,0.33333334,4.5333357,6.6805134,0.4561432,0.088432066,0.59235656,0.42115542,27.252722,11.830508,178,0.12307396,0.51443768,2.1922939,4.6906328,2094,4.0,7.704689215295262,0.5191643541
134,310.0,458.0,334.22,540.0,4025,0.25841036,3,0.69999999,0.30000001,4.4570861,5.8104496,0.48310858,0.093659818,0.59689212,0.43856347,85.502098,11.225988,178,0.11620442,0.54154003,2.0699282,4.5433106,1987,5.0,3.0697163898954836,1.6288149669
135,161.6,261.2,176.0,246.0,721,0.046289165,2,0.83333331,0.40000001,4.6284781,5.939971,0.39106733,0.075815864,0.5805341,0.3686215,20.938004,13.632769,178,0.14355418,0.47400612,2.5571046,4.9681807,2413,5.0,12.535444715792865,0.3988689762
136,616.8,680.8,639.71,658.29,0,0.0,3,0.59285712,0.33333334,4.2544103,6.3891635,0.44007373,0.085316695,0.58955914,0.38131168,32.118034,12.225988,178,0.12756805,0.43000573,2.2723465,4.1920357,2164,26.0,42.494176210332775,0.6118485477000001
137,253.71,445.71,257.6,440.53,1831,0.11755265,4,1.1666666,0.5,4.4485464,6.2258134,0.47420093,0.0919329,0.59541488,0.42964798,6.4780011,11.418079,178,0.11838726,0.53292805,2.1088107,4.7435379,2021,0.0,0.0,0.12340592095500001
138,253.71,445.71,310.0,458.0,3989,0.25609913,4,1.25,0.5,4.4583068,6.2485075,0.47782871,0.092636213,0.59601897,0.43388662,57.616039,11.338983,178,0.11748844,0.53647417,2.0928001,4.6216383,2007,4.0,3.6443628705687297,1.09758554295
139,331.65,546.78,334.22,540.0,1547,0.099319465,5,1.3666667,0.55555558,4.4885583,6.1518483,0.4688614,0.090897731,0.59451962,0.42862841,7.2507448,11.536723,178,0.11973549,0.52760893,2.1328263,4.5889935,2042,0.0,0.0,0.13812668844
140,331.65,546.78,364.0,572.0,352,0.02259887,3,1.45,0.42857143,4.5184412,5.2038889,0.44073918,0.085445702,0.58967644,0.40558875,41.019154,12.20904,178,0.12737545,0.51609755,2.2689157,4.4562216,2161,1.0,1.2797299115483944,0.7814148837
141,364.0,572.0,398.77,568.0,0,0.0,1,0.33333334,0.33333334,4.5339179,4.4293351,0.40482709,0.078483455,0.58314878,0.37380147,34.999329,13.20339,178,0.13867489,0.49188426,2.4701903,4.4328303,2337,2.0,2.9996825550689823,0.6667372174500001
142,441.6,253.2,447.73,246.13,4505,0.28922701,3,0.91666669,0.375,4.1323452,7.4885259,0.54685837,0.10601893,0.6069209,0.46029878,9.3574467,10.033898,178,0.10265794,0.49606052,1.8286271,3.7393837,1776,0.0,0.0,0.17825935963500003
143,886.8,566.4,892.0,562.29,1394,0.089496665,3,1.1666666,0.5,4.4363456,4.410965,0.37707052,0.073102318,0.57780355,0.3406685,6.6281295,14.101695,178,0.1488829,0.43439025,2.6520238,4.4328413,2496,0.0,0.0,0.126265866975
144,553.33,713.33,590.55,709.09,8325,0.5344761,5,1.2595239,0.38461539,4.1254287,6.9947567,0.50750232,0.098389015,0.60083783,0.42643803,37.460728,10.734464,178,0.1106189,0.45698076,1.9704343,3.9780669,1900,51.0,71.46591903741722,0.7136268684000001
145,906.8,626.4,912.0,622.0,1907,0.12243195,2,1.0,0.5,4.5618992,4.5518861,0.3370958,0.065352455,0.56956643,0.31315777,6.8117547,15.655367,178,0.16653827,0.4105885,2.9665158,4.8229942,2771,0.0,0.0,0.129763927035
146,205.45,313.09,205.71,349.71,2471,0.1586415,6,1.5333333,0.46153846,4.556385,6.9337683,0.46364078,0.089885615,0.59363699,0.43025813,36.620922,11.655367,178,0.12108372,0.52228975,2.1568422,4.878768,2063,8.0,11.467420360461698,0.6976285641000001
147,258.8,361.6,264.0,360.0,2645,0.16981253,3,0.94999999,0.33333334,4.3635931,6.8653626,0.51255953,0.099369444,0.60163838,0.45555398,5.440588,10.638418,178,0.10952748,0.53144741,1.9509929,4.2787924,1883,1.0,9.64848621513152,0.10364320140000001
148,794.67,578.67,801.2,573.6,1180,0.075757578,2,1.0,0.5,4.3595185,4.5477996,0.3610349,0.069993503,0.57458115,0.32052633,8.2671518,14.683616,178,0.15549563,0.38652483,2.7698154,4.4745932,2599,1.0,6.349640068325583,0.15748924179
149,306.4,286.8,308.0,292.0,4164,0.26733437,3,0.78333336,0.30000001,4.3544607,7.4902892,0.51346242,0.099544488,0.60178071,0.45540187,5.440588,10.621469,178,0.10933487,0.51147449,1.9475621,4.2531443,1880,1.0,9.64848621513152,0.10364320140000001
150,414.0,374.0,417.71,452.0,254,0.01630714,3,0.86666667,0.375,3.9520411,5.2765298,0.58140063,0.1127156,0.61200219,0.46803948,78.088181,9.4971752,178,0.096558809,0.52600062,1.7199844,3.4587181,1681,1.0,0.6722328225344366,1.4875798480500002
151,594.89,179.56,758.0,178.0,4274,0.27439651,3,0.91666669,0.42857143,4.1298766,5.46106,0.46512049,0.090172485,0.59388787,0.39122835,163.11746,11.621469,178,0.12069851,0.43543544,2.1499805,3.9184358,2057,4.0,1.2872549221943492,3.107387613
152,465.09,461.45,470.8,452.2,2302,0.14779148,4,1.0333333,0.36363637,4.0348659,6.6968637,0.57490236,0.1114558,0.61106342,0.47250405,10.870446,9.5932207,178,0.09765023,0.52064294,1.7394258,3.5963478,1698,2.0,9.658010043048828,0.2070819963
153,257.6,440.53,260.0,448.0,1678,0.10772984,3,0.75,0.42857143,4.4413314,6.1276913,0.47343072,0.091783576,0.59528619,0.42825407,7.8460755,11.435028,178,0.11857986,0.53216821,2.1122415,4.7194085,2024,0.0,0.0,0.149467738275
154,788.0,748.0,830.8,749.6,1184,0.076014385,3,1.0,0.42857143,4.49405,5.5808101,0.32350224,0.06271708,0.56659961,0.29605511,42.829895,16.271187,178,0.17353621,0.34073171,3.0911689,5.2988009,2880,0.0,0.0,0.81590949975
155,302.0,358.0,309.23,304.0,2905,0.18650489,3,1.0333333,0.375,4.2327132,7.354599,0.55273485,0.1071582,0.60780156,0.47654837,54.481857,9.9378529,178,0.10156652,0.52492493,1.8091857,3.8921406,1759,20.0,19.270062075971445,1.03787937585
156,324.0,554.0,331.65,546.78,957,0.061440676,4,0.98333335,0.40000001,4.5023856,6.2097645,0.46413296,0.089981034,0.5937205,0.42561054,10.519073,11.644068,178,0.12095532,0.52279633,2.1545548,4.4531436,2061,0.0,0.0,0.20038834065000002
157,506.4,577.2,509.85,568.31,8011,0.51431692,3,1.1666666,0.5,3.8230181,7.6574645,0.56305635,0.10915922,0.60933191,0.4384647,9.5359631,9.7740116,178,0.099704675,0.42396143,1.7760211,3.5282085,1730,5.0,27.523931127737885,0.181660097055
158,422.0,818.0,490.0,818.0,1809,0.11614022,2,1.0,0.5,4.1136017,4.8110113,0.41207659,0.07988891,0.58450001,0.34522447,68.0,12.988701,178,0.13623524,0.36276275,2.4267333,4.0690427,2299,28.0,21.614945190674693,1.2954
159,636.27,745.87,642.0,740.0,352,0.02259887,3,1.5333333,0.42857143,4.2737761,6.5274134,0.44207609,0.085704885,0.58991176,0.38479117,8.2030363,12.175141,178,0.12699024,0.4325875,2.262054,4.2101622,2155,0.0,0.0,0.15626784151500003
160,758.8,226.4,764.0,228.0,3976,0.25526452,3,1.0833334,0.42857143,4.1293039,6.7909112,0.44545415,0.086359791,0.59050399,0.37462592,5.440588,12.090396,178,0.12602723,0.41051051,2.2449,4.0227427,2140,0.0,0.0,0.10364320140000001
161,742.8,794.4,748.0,796.0,549,0.035246532,3,1.0,0.375,4.5615063,5.3401179,0.34064141,0.066039838,0.57032555,0.31642562,5.440588,15.502825,178,0.16480483,0.3961421,2.9356382,5.0810199,2744,2.0,19.29697243026304,0.10364320140000001
162,748.0,796.0,776.31,797.85,342,0.021956857,2,0.66666669,0.33333334,4.6002851,4.9360347,0.327133,0.063420974,0.56740099,0.30645612,28.370382,16.101694,178,0.17161018,0.39263803,3.0568607,5.1545291,2850,1.0,1.8502901483741026,0.5404557771
163,396.0,622.0,401.07,616.27,352,0.02259887,3,1.5833334,0.5,4.4557838,4.8667383,0.42468506,0.082333304,0.5868088,0.38538849,7.651,12.632769,178,0.13219056,0.49780488,2.354686,4.3602428,2236,0.0,0.0,0.14575155
164,758.0,178.0,758.8,226.4,4226,0.27131483,3,0.91666669,0.375,4.1172628,5.6224008,0.45877573,0.088942431,0.59280789,0.38471013,48.406612,11.768362,178,0.12236775,0.42762762,2.1797142,3.955868,2083,0.0,0.0,0.9221459586000001
165,304.0,244.0,308.0,249.14,679,0.043592706,3,0.91666669,0.375,4.4451389,6.4563689,0.45661959,0.088524424,0.59243834,0.41339326,6.5130329,11.819209,178,0.12294555,0.49538866,2.1900067,4.503984,2092,2.0,16.11950657280112,0.124073276745
166,180.0,230.0,187.16,223.37,81,0.0052003083,3,0.86666667,0.5,4.6618366,5.7061181,0.36118403,0.070022412,0.5746116,0.34289542,9.7582016,14.677966,178,0.15543143,0.44989774,2.7686718,4.9939771,2598,0.0,0.0,0.18589374048
167,742.8,794.4,745.2,749.6,1924,0.12352337,4,1.1666666,0.40000001,4.5706315,5.428174,0.34480542,0.066847108,0.57120961,0.32093585,44.864239,15.327683,178,0.16281459,0.40343449,2.9001865,5.1465368,2713,0.0,0.0,0.85466375295
168,411.56,458.89,417.71,452.0,3193,0.20499486,3,1.0333333,0.375,4.0116162,5.4243221,0.57490236,0.1114558,0.61106342,0.46978134,9.235508,9.5932207,178,0.09765023,0.52064294,1.7394258,3.4783874,1698,1.0,5.6838712413231605,0.17593642739999998
169,830.0,794.0,830.8,749.6,415,0.026643554,3,1.0,0.42857143,4.4943314,4.7662382,0.3138645,0.060848624,0.5644393,0.28724989,44.407207,16.740112,178,0.17886493,0.34462479,3.1860881,5.3147922,2963,0.0,0.0,0.84595729335
170,392.0,636.0,396.0,622.0,0,0.0,1,0.33333334,0.33333334,4.4712605,4.1907473,0.3912423,0.075849786,0.58056778,0.35625979,14.56022,13.627119,178,0.14348999,0.47424135,2.5559609,4.3515878,2412,1.0,3.6052640908042584,0.277372191
171,439.2,487.2,444.0,480.0,1,0.000064201333,3,0.83333331,0.5,4.1972427,6.0943441,0.48987481,0.094971575,0.59800094,0.41878319,8.6533232,11.084745,178,0.11459938,0.48795182,2.041338,3.8048413,1962,0.0,0.0,0.16484580696000004
172,462.4,369.2,464.0,364.0,6662,0.42770931,3,1.0333333,0.375,3.9703918,7.0756879,0.60015547,0.11635159,0.61466968,0.48539132,5.440588,9.231638,178,0.093541346,0.51674956,1.6662349,3.4583759,1634,1.0,9.64848621513152,0.10364320140000001
173,709.6,753.2,714.0,748.0,275,0.017655367,2,0.83333331,0.40000001,4.5537567,5.3397522,0.33567238,0.065076493,0.56926,0.31127828,6.8117547,15.717514,178,0.16724448,0.38720301,2.9790955,4.9258518,2782,0.0,0.0,0.129763927035
174,585.6,189.2,588.0,184.0,184,0.011813045,3,0.91666669,0.60000002,4.1020422,6.8577251,0.46512049,0.090172485,0.59388787,0.38859153,5.7271285,11.621469,178,0.12069851,0.40750077,2.1499805,3.9212079,2057,0.0,0.0,0.10910179792500001
175,782.8,749.6,788.0,748.0,1240,0.079609655,3,0.83333331,0.33333334,4.5586739,4.7961912,0.32470351,0.06294997,0.5668655,0.3014279,5.440588,16.214689,178,0.17289419,0.36650199,3.0797327,5.3755298,2870,0.0,0.0,0.10364320140000001
176,590.55,709.09,636.27,745.87,5399,0.346623,5,1.2595239,0.38461539,4.2192345,6.9468212,0.47861332,0.092788324,0.59614915,0.41129446,58.677822,11.322034,178,0.11729584,0.45135134,2.0893693,4.1480284,2004,74.0,66.2007263271554,1.1178125091
177,176.0,246.0,180.0,230.0,531,0.03409091,3,1.0333333,0.42857143,4.636035,6.159811,0.37919623,0.073514424,0.57822305,0.35801053,16.492422,14.028249,178,0.14804828,0.45753941,2.637157,4.9824553,2483,6.0,19.097293891780105,0.31418063910000005
