ref,x1,y1,x2,y2,choice,choice_norm,connectivity,control,controllability,entropy,harmonic_mean_depth,integration_hh,integration_p_value,integration_tekl,intensity,line_length,mean_depth,node_count,ra,ra_penn,rra,relativised_entropy,total_depth,crossfire,crossfire_per_m,length_m
18,153.09,246.55,196.0,288.0,308,0.025806451,3,1.5,0.42857143,4.5806975,4.7867665,0.39146873,0.078446411,0.57605404,0.37969649,59.660461,13.148387,156,0.15777126,0.48817614,2.5544825,4.6967559,2038,24.0,21.116875373876834,1.13653178205
19,180.0,348.0,196.0,288.0,0,0.0,1,0.33333334,0.33333334,4.5983572,4.1522284,0.36187318,0.072515756,0.57011056,0.35232991,62.096699,14.141935,156,0.17067449,0.46493301,2.7633991,4.6524367,2192,23.0,19.443047711196844,1.18294211595
20,664.8,740.8,705.71,700.29,2889,0.24206117,6,1.7,0.60000002,4.1866207,6.2559276,0.44566846,0.089307494,0.58613324,0.39510757,57.57333,11.670968,156,0.138584,0.42768165,2.2438204,4.1235738,1809,0.0,0.0,1.0967719365
21,106.55,293.09,146.67,250.67,2545,0.21323837,6,1.75,0.66666669,4.6230574,4.5486865,0.39780661,0.079716459,0.57728356,0.3894152,58.387249,12.954839,156,0.15525764,0.51326501,2.5137842,4.8838334,2008,15.0,13.485848165292898,1.11227709345
22,686.8,206.4,701.71,192.0,3836,0.32140762,3,1.0833334,0.42857143,3.9692121,7.0519814,0.44008097,0.088187821,0.58513713,0.36989072,20.728437,11.806452,156,0.14034353,0.32514101,2.2723091,4.1013136,1830,7.0,17.72705140486327,0.39487672485
23,148.0,473.23,148.0,504.0,2188,0.18332635,3,0.83333331,0.33333334,4.4325223,4.2631559,0.46244395,0.092669129,0.58907032,0.43406999,30.77,11.283871,156,0.13355677,0.55098593,2.1624243,4.2697945,1749,2.0,3.4119881911088705,0.5861685
24,148.0,504.0,178.4,509.2,2191,0.18357772,3,0.91666669,0.375,4.4308162,4.222116,0.46302491,0.092785552,0.58917058,0.43444836,30.84153,11.270967,156,0.13338919,0.55154932,2.1597111,4.2897439,1747,3.0,5.106112276551452,0.5875311465
25,672.0,736.0,676.8,728.8,1,0.000083787178,3,0.75,0.5,4.2250819,5.7464204,0.40815929,0.081791028,0.57926136,0.36515945,8.6533232,12.651613,156,0.15131965,0.40277779,2.4500239,4.1418343,1961,0.0,0.0,0.16484580696000004
26,664.8,740.8,672.0,736.0,192,0.016087139,4,0.94999999,0.44444445,4.1670337,6.1764107,0.43981841,0.088135205,0.5850901,0.38809389,8.6533232,11.812903,156,0.14042732,0.42006922,2.2736657,4.0756631,1831,0.0,0.0,0.16484580696000004
27,106.55,293.09,108.0,428.0,2507,0.21005446,4,1.0833334,0.44444445,4.6440949,4.2782397,0.39694974,0.079544745,0.57711816,0.39034417,134.91779,12.980645,156,0.1555928,0.52796137,2.5192106,4.8991275,2012,47.0,18.28662922102318,2.5701838995
28,108.0,428.0,126.91,445.45,2597,0.21759531,3,0.91666669,0.375,4.6381884,4.1526484,0.40658337,0.081475236,0.57896268,0.39931425,25.731121,12.696774,156,0.15190616,0.53914589,2.4595201,4.7478604,1968,1.0,2.040075841243371,0.49017785505000006
29,632.0,108.0,701.71,192.0,0,0.0,2,0.58333331,0.40000001,4.0129938,6.1493597,0.40815929,0.081791028,0.57926136,0.34682938,109.15807,12.651613,156,0.15131965,0.31042382,2.4500239,4.2099409,1961,9.0,4.328044137111345,2.0794612335
30,701.71,192.0,842.29,186.29,3407,0.28546292,4,1.5,0.5714286,4.0338335,6.5245314,0.41342437,0.082846098,0.58025312,0.35313019,140.69591,12.503226,156,0.14939255,0.31920579,2.4188221,4.3015652,1938,220.0,82.0816783547311,2.6802570855
31,484.0,256.0,550.8,246.4,2291,0.19195643,2,0.83333331,0.40000001,4.0222983,7.2693896,0.48720136,0.09763027,0.59326613,0.41499904,67.486298,10.761291,156,0.12677,0.39041096,2.0525393,3.8169842,1668,21.0,16.33460772621443,1.2856139769000001
32,461.33,245.33,484.0,256.0,2487,0.20837872,3,1.0333333,0.375,4.0257778,7.3665004,0.52094394,0.10439194,0.59874219,0.4441452,25.055494,10.129032,156,0.11855886,0.42989525,1.9195924,3.768059,1570,1.0,2.095086942616656,0.4773071607
33,842.29,186.29,856.0,174.0,308,0.025806451,3,1.5833334,0.5,4.0900846,6.0530505,0.38532966,0.077216201,0.57484907,0.33370984,18.412176,13.341935,156,0.16028488,0.30562612,2.5951805,4.4051681,2068,4.0,11.40407050643226,0.3507519528
34,842.29,186.29,884.0,232.0,2769,0.2320067,3,0.91666669,0.375,4.1087918,6.1579967,0.38981262,0.078114539,0.57573032,0.33913836,61.879951,13.2,156,0.15844156,0.31361163,2.5653353,4.4713273,2046,46.0,39.02230243733804,1.17881306655
35,884.0,232.0,897.33,269.33,2576,0.21583578,3,1.1666666,0.5,4.1842961,6.0136452,0.3717275,0.074490465,0.572128,0.32933915,39.638588,13.793549,156,0.16614997,0.31384084,2.6901426,4.606204,2138,17.0,22.51312411641831,0.7551151014
36,248.0,882.0,314.4,814.8,2167,0.18156682,11,3.2928572,0.6875,4.389061,5.9004335,0.43437576,0.087044545,0.58411038,0.40371078,94.471161,11.948387,156,0.14218685,0.46246436,2.3021543,4.7985415,1852,1.0,0.5556556917958273,1.79967561705
37,189.2,473.6,290.67,466.67,3359,0.28144115,4,1.2833333,0.5,4.1692238,4.322001,0.50419676,0.10103597,0.59605753,0.4451738,101.70637,10.432258,156,0.12249686,0.53690213,1.9833528,3.8400993,1617,14.0,7.225782775286736,1.9375063485000001
38,897.33,269.33,912.0,268.0,0,0.0,2,0.66666669,0.5,4.2181206,5.4056649,0.35018322,0.070173204,0.56766403,0.31275037,14.730166,14.580646,156,0.17637202,0.30390212,2.855648,4.688941,2260,3.0,10.691007484955017,0.2806096623
39,704.0,792.0,704.0,808.0,0,0.0,1,0.33333334,0.33333334,4.259182,4.7698627,0.38674483,0.077499792,0.57512808,0.3487834,16.0,13.296774,156,0.15969837,0.39626229,2.5856843,4.1436663,2061,0.0,0.0,0.3048
40,659.0,751.8,704.0,792.0,308,0.025806451,3,1.5333333,0.42857143,4.2415223,5.8901858,0.42073953,0.084311984,0.58161581,0.37788549,60.34103,12.303226,156,0.14679514,0.42063493,2.3767674,4.1283522,1907,0.0,0.0,1.1494966215000002
41,108.0,924.0,152.0,908.0,2,0.00016757436,3,0.86666667,0.5,4.4788809,5.2911983,0.38919517,0.077990815,0.57560939,0.36909953,46.818798,13.219355,156,0.15869293,0.44619882,2.5694051,4.7207479,2049,0.0,0.0,0.8918981019000001
42,288.0,844.0,292.8,836.8,1,0.000083787178,2,0.66666669,0.40000001,4.4868622,5.2201571,0.36875221,0.073894247,0.57152307,0.35032558,8.6533232,13.896774,156,0.16749057,0.41549706,2.7118483,4.6951623,2154,0.0,0.0,0.16484580696000004
43,280.8,848.8,288.0,844.0,72,0.0060326769,3,0.92424244,0.25,4.4427733,5.6028299,0.39888293,0.079932138,0.57749093,0.37524238,8.6533232,12.922581,156,0.15483871,0.4381271,2.5070012,4.727901,2003,0.0,0.0,0.16484580696000004
44,166.13,179.73,218.55,126.91,615,0.051529117,6,1.7,0.60000002,4.4700761,5.2961407,0.38940075,0.078032009,0.57564968,0.36856863,74.416458,13.212903,156,0.15860914,0.44649124,2.5680485,4.8315248,2048,12.0,8.464811101900597,1.4176335249000003
45,152.0,908.0,156.8,900.8,3,0.00025136155,3,0.91666669,0.5,4.4788809,5.2911983,0.38919517,0.077990815,0.57560939,0.36909953,8.6533232,13.219355,156,0.15869293,0.44619882,2.5694051,4.7207479,2049,0.0,0.0,0.16484580696000004
46,146.8,910.4,152.0,908.0,0,0.0,3,0.86666667,0.5,4.4788809,5.2911983,0.38919517,0.077990815,0.57560939,0.36909953,5.7271285,13.219355,156,0.15869293,0.44619882,2.5694051,4.7207479,2049,0.0,0.0,0.10910179792500001
47,176.8,168.8,218.55,126.91,6,0.00050272309,3,0.83333331,0.42857143,4.5127363,5.0468163,0.36116397,0.072373636,0.56996381,0.34509161,59.142494,14.167742,156,0.17100963,0.42507043,2.7688255,4.8225684,2196,17.0,15.08878627004755,1.1266645107
48,345.33,405.33,468.0,406.77,3784,0.3170507,3,1.0,0.375,3.8284931,5.241425,0.59160167,0.11855104,0.6094265,0.47971481,122.67845,9.0387096,156,0.10439882,0.49798548,1.6903266,3.3888373,1401,39.0,16.68788686593439,2.3370244725
49,497.2,417.6,642.0,402.0,3123,0.26166737,2,0.83333331,0.40000001,3.7434819,7.0862446,0.54724252,0.10966191,0.60283446,0.43386567,145.63791,9.6903229,156,0.11286134,0.38911563,1.8273435,3.5311568,1502,54.0,19.463652487812677,2.7744021855
50,856.0,100.0,856.0,174.0,0,0.0,1,0.33333334,0.33333334,4.1077442,4.7904711,0.35662103,0.071463279,0.56901872,0.31016847,74.0,14.335484,156,0.17318811,0.28477508,2.8040972,4.4192247,2222,50.0,35.468539405547276,1.4097000000000002
51,885.2,581.6,948.0,640.0,0,0.0,2,0.83333331,0.66666669,4.5695353,3.81532,0.26363936,0.052830685,0.54735827,0.25504383,85.757797,19.03871,156,0.23426896,0.28927299,3.7930603,5.3705907,2951,0.0,0.0,1.63368603285
52,297.11,228.44,321.09,205.45,4004,0.33548388,6,1.75,0.66666669,4.2589946,6.2889385,0.47131434,0.094446674,0.59059203,0.425082,33.220181,11.090322,156,0.13104315,0.45882353,2.1217263,4.2771015,1719,0.0,0.0,0.63284444805
53,538.55,909.09,544.0,944.0,0,0.0,2,0.58333331,0.40000001,4.20927,5.3061023,0.43695059,0.08756052,0.584575,0.3894698,35.332855,11.883871,156,0.14134897,0.41626298,2.2885883,4.1073203,1842,0.0,0.0,0.67309088775
54,180.0,232.0,297.11,228.44,3610,0.30247173,3,0.83333331,0.33333334,4.3254542,6.0668454,0.45084748,0.090345323,0.58704847,0.41295645,117.1641,11.548388,156,0.13699204,0.4593254,2.218045,4.4288354,1790,62.0,27.7780751599937,2.231976105
55,165.33,218.67,180.0,232.0,3530,0.29576874,3,0.86666667,0.33333334,4.3760562,5.723536,0.43981841,0.088135205,0.5850901,0.40756103,19.82165,11.812903,156,0.14042732,0.46911624,2.2736657,4.5589986,1831,13.0,34.427744318093076,0.37760243250000003
56,172.0,176.0,176.8,168.8,1,0.000083787178,3,0.75,0.5,4.5085373,5.00174,0.36045754,0.072232075,0.56981742,0.34409583,8.6533232,14.193548,156,0.17134479,0.42394367,2.7742519,4.7857118,2200,3.0,18.19882504338101,0.16484580696000004
57,166.13,179.73,172.0,176.0,220,0.01843318,4,0.94999999,0.44444445,4.4685273,5.2862654,0.38837495,0.077826448,0.57544851,0.36746982,6.9548402,13.245161,156,0.15902807,0.44502923,2.5748315,4.7678423,2053,0.0,0.0,0.13248970581
58,176.0,432.0,176.24,468.71,688,0.057645582,3,0.94999999,0.33333334,4.2911458,4.1447525,0.45502201,0.091181852,0.58778059,0.41347671,36.710785,11.451612,156,0.13573523,0.52631581,2.197696,4.1322832,1775,0.0,0.0,0.69934045425
59,148.0,428.0,176.0,432.0,494,0.041390866,2,0.83333331,0.40000001,4.3579826,3.9976947,0.43107349,0.086382806,0.58351159,0.39780298,28.284271,12.032258,156,0.14327608,0.51830983,2.3197901,4.1745987,1865,0.0,0.0,0.5388153625500001
60,850.29,530.29,877.09,505.45,1835,0.15374948,3,1.0833334,0.42857143,4.4232697,5.2560835,0.32573381,0.065273792,0.56234521,0.30505309,36.541286,15.6,156,0.18961039,0.3383041,3.0699914,5.2565598,2418,3.0,4.309654426519907,0.6961114983000001
61,146.8,910.4,177.71,880.0,605,0.050691243,5,1.3095238,0.45454547,4.4404192,5.6487184,0.42291203,0.084747329,0.58201718,0.39764947,43.354218,12.245161,156,0.14604105,0.47005168,2.364558,4.7590857,1898,0.0,0.0,0.8258978529000001
62,676.8,728.8,705.71,700.29,10,0.0008378718,3,0.83333331,0.42857143,4.2369857,5.8668761,0.41319263,0.082799666,0.58020967,0.37070653,40.603058,12.509678,156,0.14947633,0.4100529,2.4201787,4.1747561,1939,2.0,2.585688906496155,0.7734882549
63,509.71,908.0,538.55,909.09,2674,0.22404692,4,1.5,0.5714286,4.176055,5.9141159,0.47071242,0.094326049,0.59048945,0.41627127,28.86059,11.103226,156,0.13121073,0.43157893,2.1244395,4.0877733,1721,0.0,0.0,0.5497942395
64,292.8,836.8,314.4,814.8,234,0.019606201,3,1.0909091,0.25,4.4427733,5.6028299,0.39888293,0.079932138,0.57749093,0.37524238,30.831154,12.922581,156,0.15483871,0.4381271,2.5070012,4.727901,2003,0.0,0.0,0.5873334837
65,461.6,333.2,492.0,332.0,0,0.0,3,0.64999998,0.375,4.0488949,5.2927313,0.52094394,0.10439194,0.59874219,0.44669563,30.423676,10.129032,156,0.11855886,0.48638839,1.9195924,3.6530712,1570,7.0,12.07789841837225,0.5795710278
66,252.0,876.0,259.2,871.2,1,0.000083787178,3,0.62424242,0.27272728,4.448669,5.6467714,0.39866719,0.07988891,0.57744938,0.37553698,8.6533232,12.929032,156,0.1549225,0.43782306,2.5083578,4.7092133,2004,0.0,0.0,0.16484580696000004
67,248.0,882.0,252.0,876.0,218,0.018265605,5,1.0170996,0.33333334,4.39505,5.9343877,0.43259135,0.086686969,0.58378726,0.40260002,7.2111025,11.993548,156,0.14277336,0.46024707,2.3116505,4.6858749,1859,0.0,0.0,0.137371502625
68,184.31,498.77,204.0,512.0,-1,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.72191,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1,2.0,4.425734548374053,0.45190238550000006
69,296.0,180.0,321.09,205.45,942,0.078927524,4,1.1666666,0.44444445,4.252677,6.3049026,0.46244395,0.092669129,0.58907032,0.41645798,35.738083,11.283871,156,0.13355677,0.44844291,2.1624243,4.1993852,1749,3.0,4.406512653760133,0.6808104811500001
70,292.0,144.0,296.0,180.0,663,0.055550899,2,0.75,0.33333334,4.2963657,5.756247,0.42559794,0.085285567,0.58251131,0.38719416,36.221542,12.174193,156,0.1451194,0.42724869,2.3496354,4.2918205,1887,10.0,14.492325677413174,0.6900203751
71,272.0,124.0,292.0,144.0,443,0.03711772,2,1.0,0.5,4.3569703,5.390521,0.39996508,0.080148995,0.57769901,0.36899424,28.284271,12.890323,156,0.15441978,0.41621792,2.5002182,4.4335103,1998,1.0,1.8559233264385695,0.5388153625500001
72,224.0,124.0,272.0,124.0,301,0.025219942,2,0.83333331,0.40000001,4.4242353,5.3758073,0.38492724,0.077135563,0.57476956,0.360596,48.0,13.354838,156,0.16045246,0.41775617,2.5978937,4.5942769,2070,21.0,22.96587926509186,0.9144000000000001
73,316.0,208.0,321.09,205.45,63,0.0052785925,4,1.0,0.5,4.2479405,6.2498341,0.4612864,0.09243717,0.58887017,0.41495222,5.6930308,11.309677,156,0.13389191,0.44705883,2.1678507,4.172143,1753,0.0,0.0,0.10845223674
74,106.55,293.09,132.0,264.0,87,0.0072894846,4,1.0833334,0.5714286,4.6664343,4.4355893,0.37918499,0.075984873,0.57362872,0.37465969,38.651398,13.541936,156,0.16288228,0.50584644,2.6372352,4.9084768,2099,9.0,12.223126958613237,0.7363091319
