col,row,px_left,px_top,px_right,px_bottom,world_x_min,world_x_max,world_y_min,world_y_max,walkable,connectivity,isovist_area_px,isovist_perimeter,integration_hh_t,integration_hh_m,choice_t
5,1,80,16,96,32,-2124.0,-2053.6,3098.2,3168.6,1,225,57600.0,131.0,5.5779,0.0117,52.2697
6,1,96,16,112,32,-2053.6,-1983.2,3098.2,3168.6,1,208,53248.0,119.0,5.5135,0.0118,31.8091
5,2,80,32,96,48,-2124.0,-2053.6,3027.8,3098.2,1,270,69120.0,163.0,6.3098,0.0119,109.7533
6,2,96,32,112,48,-2053.6,-1983.2,3027.8,3098.2,1,234,59904.0,129.0,5.5870,0.0120,44.4885
7,2,112,32,128,48,-1983.2,-1912.8,3027.8,3098.2,1,204,52224.0,117.0,5.5064,0.0121,29.7483
8,2,128,32,144,48,-1912.8,-1842.4,3027.8,3098.2,1,154,39424.0,110.0,5.4195,0.0122,15.0800
50,2,800,32,816,48,1044.0,1114.4,3027.8,3098.2,1,294,75264.0,157.0,6.2729,0.0127,28.4904
51,2,816,32,832,48,1114.4,1184.8,3027.8,3098.2,1,324,82944.0,165.0,6.3659,0.0127,51.3127
52,2,832,32,848,48,1184.8,1255.2,3027.8,3098.2,1,368,94208.0,196.0,7.3028,0.0126,410.8119
53,2,848,32,864,48,1255.2,1325.6,3027.8,3098.2,1,380,97280.0,193.0,6.7355,0.0124,143.7760
54,2,864,32,880,48,1325.6,1396.0,3027.8,3098.2,1,401,102656.0,206.0,7.3750,0.0123,212.3039
55,2,880,32,896,48,1396.0,1466.4,3027.8,3098.2,1,429,109824.0,225.0,7.4941,0.0121,294.7095
56,2,896,32,912,48,1466.4,1536.8,3027.8,3098.2,1,450,115200.0,224.0,7.5634,0.0120,350.5393
57,2,912,32,928,48,1536.8,1607.2,3027.8,3098.2,1,454,116224.0,225.0,7.5767,0.0118,374.4257
5,3,80,48,96,64,-2124.0,-2053.6,2957.4,3027.8,1,358,91648.0,199.0,6.8566,0.0121,231.2826
6,3,96,48,112,64,-2053.6,-1983.2,2957.4,3027.8,1,304,77824.0,168.0,6.3944,0.0122,126.2856
7,3,112,48,128,64,-1983.2,-1912.8,2957.4,3027.8,1,244,62464.0,135.0,5.6291,0.0124,50.1494
8,3,128,48,144,64,-1912.8,-1842.4,2957.4,3027.8,1,186,47616.0,114.0,5.4748,0.0125,24.5540
50,3,800,48,816,64,1044.0,1114.4,2957.4,3027.8,1,300,76800.0,158.0,6.2867,0.0130,33.3380
51,3,816,48,832,64,1114.4,1184.8,2957.4,3027.8,1,352,90112.0,197.0,7.2382,0.0129,374.7322
52,3,832,48,848,64,1184.8,1255.2,2957.4,3027.8,1,390,99840.0,193.0,6.7621,0.0128,154.7113
53,3,848,48,864,64,1255.2,1325.6,2957.4,3027.8,1,420,107520.0,227.0,7.4647,0.0127,255.5925
54,3,864,48,880,64,1325.6,1396.0,2957.4,3027.8,1,457,116992.0,228.0,7.5868,0.0125,346.4677
55,3,880,48,896,64,1396.0,1466.4,2957.4,3027.8,1,464,118784.0,227.0,7.6103,0.0123,366.7999
56,3,896,48,912,64,1466.4,1536.8,2957.4,3027.8,1,464,118784.0,226.0,7.6103,0.0122,367.6006
57,3,912,48,928,64,1536.8,1607.2,2957.4,3027.8,1,466,119296.0,227.0,7.6171,0.0120,394.7400
5,4,80,64,96,80,-2124.0,-2053.6,2887.0,2957.4,1,380,97280.0,200.0,6.9313,0.0122,258.6845
6,4,96,64,112,80,-2053.6,-1983.2,2887.0,2957.4,1,379,97024.0,198.0,6.9257,0.0124,228.2657
7,4,112,64,128,80,-1983.2,-1912.8,2887.0,2957.4,1,377,96512.0,198.0,6.9229,0.0126,223.2645
8,4,128,64,144,80,-1912.8,-1842.4,2887.0,2957.4,1,306,78336.0,168.0,6.4015,0.0127,126.6775
50,4,800,64,816,80,1044.0,1114.4,2887.0,2957.4,1,317,81152.0,164.0,6.3494,0.0133,50.4379
51,4,816,64,832,80,1114.4,1184.8,2887.0,2957.4,1,392,100352.0,204.0,6.7834,0.0132,164.9253
52,4,832,64,848,80,1184.8,1255.2,2887.0,2957.4,1,461,118016.0,229.0,7.6002,0.0131,349.8622
53,4,848,64,864,80,1255.2,1325.6,2887.0,2957.4,1,472,120832.0,231.0,7.6374,0.0129,367.1880
54,4,864,64,880,80,1325.6,1396.0,2887.0,2957.4,1,476,121856.0,228.0,7.6510,0.0127,363.0483
55,4,880,64,896,80,1396.0,1466.4,2887.0,2957.4,1,480,122880.0,228.0,7.6647,0.0125,380.5590
56,4,896,64,912,80,1466.4,1536.8,2887.0,2957.4,1,479,122624.0,227.0,7.6613,0.0124,396.0998
57,4,912,64,928,80,1536.8,1607.2,2887.0,2957.4,1,478,122368.0,229.0,7.6578,0.0122,425.8713
5,5,80,80,96,96,-2124.0,-2053.6,2816.6,2887.0,1,387,99072.0,200.0,6.9510,0.0124,256.1061
6,5,96,80,112,96,-2053.6,-1983.2,2816.6,2887.0,1,386,98816.0,198.0,6.9482,0.0126,225.5535
7,5,112,80,128,96,-1983.2,-1912.8,2816.6,2887.0,1,385,98560.0,197.0,6.9453,0.0128,223.6688
8,5,128,80,144,96,-1912.8,-1842.4,2816.6,2887.0,1,386,98816.0,198.0,6.9482,0.0130,232.2096
9,5,144,80,160,96,-1842.4,-1772.0,2816.6,2887.0,1,382,97792.0,198.0,6.9369,0.0131,211.4573
10,5,160,80,176,96,-1772.0,-1701.6,2816.6,2887.0,1,370,94720.0,195.0,6.8979,0.0133,178.3528
11,5,176,80,192,96,-1701.6,-1631.2,2816.6,2887.0,1,359,91904.0,189.0,6.8703,0.0135,159.1705
12,5,192,80,208,96,-1631.2,-1560.8,2816.6,2887.0,1,346,88576.0,177.0,6.6110,0.0136,151.6575
13,5,208,80,224,96,-1560.8,-1490.4,2816.6,2887.0,1,335,85760.0,180.0,6.5806,0.0138,180.3205
50,5,800,80,816,96,1044.0,1114.4,2816.6,2887.0,1,447,114432.0,239.0,7.8793,0.0136,553.4173
51,5,816,80,832,96,1114.4,1184.8,2816.6,2887.0,1,478,122368.0,232.0,7.6578,0.0135,372.6245
52,5,832,80,848,96,1184.8,1255.2,2816.6,2887.0,1,488,124928.0,231.0,7.6922,0.0133,377.8446
53,5,848,80,864,96,1255.2,1325.6,2816.6,2887.0,1,488,124928.0,233.0,7.6922,0.0131,373.5567
54,5,864,80,880,96,1325.6,1396.0,2816.6,2887.0,1,490,125440.0,231.0,7.6991,0.0129,387.4369
55,5,880,80,896,96,1396.0,1466.4,2816.6,2887.0,1,491,125696.0,232.0,7.7025,0.0127,401.7464
56,5,896,80,912,96,1466.4,1536.8,2816.6,2887.0,1,490,125440.0,230.0,7.6991,0.0126,416.6295
57,5,912,80,928,96,1536.8,1607.2,2816.6,2887.0,1,485,124160.0,230.0,7.6818,0.0124,418.0259
5,6,80,96,96,112,-2124.0,-2053.6,2746.2,2816.6,1,392,100352.0,203.0,6.9707,0.0126,281.6727
6,6,96,96,112,112,-2053.6,-1983.2,2746.2,2816.6,1,392,100352.0,201.0,6.9679,0.0128,235.5154
7,6,112,96,128,112,-1983.2,-1912.8,2746.2,2816.6,1,393,100608.0,200.0,6.9679,0.0130,237.3486
8,6,128,96,144,112,-1912.8,-1842.4,2746.2,2816.6,1,392,100352.0,200.0,6.9651,0.0132,233.1135
9,6,144,96,160,112,-1842.4,-1772.0,2746.2,2816.6,1,390,99840.0,199.0,6.9594,0.0133,223.8021
10,6,160,96,176,112,-1772.0,-1701.6,2746.2,2816.6,1,385,98560.0,200.0,6.9453,0.0135,205.8437
11,6,176,96,192,112,-1701.6,-1631.2,2746.2,2816.6,1,379,97024.0,197.0,6.9397,0.0137,185.0649
12,6,192,96,208,112,-1631.2,-1560.8,2746.2,2816.6,1,371,94976.0,194.0,6.9174,0.0139,158.1586
13,6,208,96,224,112,-1560.8,-1490.4,2746.2,2816.6,1,367,93952.0,193.0,6.9313,0.0140,260.9339
14,6,224,96,240,112,-1490.4,-1420.0,2746.2,2816.6,1,356,91136.0,191.0,6.8648,0.0142,200.0861
15,6,240,96,256,112,-1420.0,-1349.6,2746.2,2816.6,1,333,85248.0,169.0,6.5655,0.0143,148.0013
39,6,624,96,640,112,269.6,340.0,2746.2,2816.6,1,343,87808.0,215.0,7.7652,0.0151,397.9291
40,6,640,96,656,112,340.0,410.4,2746.2,2816.6,1,374,95744.0,247.0,8.2187,0.0151,623.5846
41,6,656,96,672,112,410.4,480.8,2746.2,2816.6,1,397,101632.0,268.0,8.3792,0.0151,863.0822
42,6,672,96,688,112,480.8,551.2,2746.2,2816.6,1,388,99328.0,270.0,8.3385,0.0150,757.5131
43,6,688,96,704,112,551.2,621.6,2746.2,2816.6,1,371,94976.0,196.0,7.9522,0.0149,343.3698
44,6,704,96,720,112,621.6,692.0,2746.2,2816.6,1,371,94976.0,187.0,7.4550,0.0148,265.4136
45,6,720,96,736,112,692.0,762.4,2746.2,2816.6,1,374,95744.0,194.0,7.4908,0.0147,265.0308
46,6,736,96,752,112,762.4,832.8,2746.2,2816.6,1,381,97536.0,212.0,7.6340,0.0146,293.8735
47,6,752,96,768,112,832.8,903.2,2746.2,2816.6,1,404,103424.0,234.0,7.7407,0.0144,404.5355
48,6,768,96,784,112,903.2,973.6,2746.2,2816.6,1,434,111104.0,243.0,7.8468,0.0142,556.5480
49,6,784,96,800,112,973.6,1044.0,2746.2,2816.6,1,463,118528.0,243.0,7.9412,0.0141,461.0658
50,6,800,96,816,112,1044.0,1114.4,2746.2,2816.6,1,480,122880.0,236.0,7.6647,0.0139,370.2125
51,6,816,96,832,112,1114.4,1184.8,2746.2,2816.6,1,488,124928.0,234.0,7.6922,0.0137,372.0120
52,6,832,96,848,112,1184.8,1255.2,2746.2,2816.6,1,499,127744.0,236.0,7.7303,0.0135,397.3075
53,6,848,96,864,112,1255.2,1325.6,2746.2,2816.6,1,496,126976.0,232.0,7.7198,0.0133,387.5506
54,6,864,96,880,112,1325.6,1396.0,2746.2,2816.6,1,502,128512.0,235.0,7.7407,0.0131,412.7821
55,6,880,96,896,112,1396.0,1466.4,2746.2,2816.6,1,499,127744.0,235.0,7.7303,0.0129,405.8023
56,6,896,96,912,112,1466.4,1536.8,2746.2,2816.6,1,493,126208.0,234.0,7.7129,0.0127,408.2258
57,6,912,96,928,112,1536.8,1607.2,2746.2,2816.6,1,492,125952.0,234.0,7.7094,0.0126,442.4172
5,7,80,112,96,128,-2124.0,-2053.6,2675.8,2746.2,1,409,104704.0,240.0,8.2187,0.0128,501.1681
6,7,96,112,112,128,-2053.6,-1983.2,2675.8,2746.2,1,407,104192.0,231.0,8.1991,0.0130,442.9405
7,7,112,112,128,128,-1983.2,-1912.8,2675.8,2746.2,1,404,103424.0,222.0,8.1215,0.0132,362.6117
8,7,128,112,144,128,-1912.8,-1842.4,2675.8,2746.2,1,400,102400.0,210.0,7.7828,0.0134,294.7353
9,7,144,112,160,128,-1842.4,-1772.0,2675.8,2746.2,1,394,100864.0,204.0,6.9764,0.0136,230.5443
10,7,160,112,176,128,-1772.0,-1701.6,2675.8,2746.2,1,392,100352.0,203.0,6.9707,0.0137,207.1738
11,7,176,112,192,128,-1701.6,-1631.2,2675.8,2746.2,1,386,98816.0,199.0,6.9482,0.0139,182.9403
12,7,192,112,208,128,-1631.2,-1560.8,2675.8,2746.2,1,381,97536.0,195.0,6.9341,0.0141,157.5592
13,7,208,112,224,128,-1560.8,-1490.4,2675.8,2746.2,1,378,96768.0,193.0,6.9285,0.0143,169.8630
14,7,224,112,240,128,-1490.4,-1420.0,2675.8,2746.2,1,372,95232.0,191.0,6.9566,0.0144,237.2420
15,7,240,112,256,128,-1420.0,-1349.6,2675.8,2746.2,1,375,96000.0,193.0,6.9679,0.0146,183.7789
16,7,256,112,272,128,-1349.6,-1279.2,2675.8,2746.2,1,365,93440.0,192.0,6.9202,0.0147,188.4063
17,7,272,112,288,128,-1279.2,-1208.8,2675.8,2746.2,1,342,87552.0,174.0,6.5806,0.0148,225.7441
18,7,288,112,304,128,-1208.8,-1138.4,2675.8,2746.2,1,318,81408.0,161.0,6.4984,0.0149,243.2669
19,7,304,112,320,128,-1138.4,-1068.0,2675.8,2746.2,1,244,62464.0,107.0,5.4765,0.0150,5.2797
39,7,624,112,640,128,269.6,340.0,2675.8,2746.2,1,356,91136.0,222.0,7.8325,0.0155,409.3471
40,7,640,112,656,128,340.0,410.4,2675.8,2746.2,1,395,101120.0,266.0,8.3223,0.0155,842.0872
41,7,656,112,672,128,410.4,480.8,2675.8,2746.2,1,404,103424.0,268.0,8.4079,0.0154,815.3267
42,7,672,112,688,128,480.8,551.2,2675.8,2746.2,1,397,101632.0,260.0,8.2424,0.0153,529.9618
43,7,688,112,704,128,551.2,621.6,2675.8,2746.2,1,380,97280.0,190.0,7.4647,0.0152,279.8266
44,7,704,112,720,128,621.6,692.0,2675.8,2746.2,1,379,97024.0,188.0,7.4777,0.0151,241.6918
45,7,720,112,736,128,692.0,762.4,2675.8,2746.2,1,384,98304.0,196.0,7.5105,0.0150,242.9952
46,7,736,112,752,128,762.4,832.8,2675.8,2746.2,1,393,100608.0,203.0,7.5667,0.0148,254.9457
47,7,752,112,768,128,832.8,903.2,2675.8,2746.2,1,411,105216.0,231.0,7.7652,0.0147,351.3667
48,7,768,112,784,128,903.2,973.6,2675.8,2746.2,1,435,111360.0,242.0,7.8468,0.0145,422.3736
49,7,784,112,800,128,973.6,1044.0,2675.8,2746.2,1,458,117248.0,236.0,7.7863,0.0143,403.4736
50,7,800,112,816,128,1044.0,1114.4,2675.8,2746.2,1,481,123136.0,235.0,7.6681,0.0141,363.5737
51,7,816,112,832,128,1114.4,1184.8,2675.8,2746.2,1,491,125696.0,237.0,7.7025,0.0139,385.0229
52,7,832,112,848,128,1184.8,1255.2,2675.8,2746.2,1,500,128000.0,235.0,7.7337,0.0137,400.6615
53,7,848,112,864,128,1255.2,1325.6,2675.8,2746.2,1,500,128000.0,237.0,7.7372,0.0135,387.6193
54,7,864,112,880,128,1325.6,1396.0,2675.8,2746.2,1,505,129280.0,239.0,7.7582,0.0133,411.7714
55,7,880,112,896,128,1396.0,1466.4,2675.8,2746.2,1,503,128768.0,239.0,7.7512,0.0131,420.5959
56,7,896,112,912,128,1466.4,1536.8,2675.8,2746.2,1,501,128256.0,242.0,7.7512,0.0129,435.0014
57,7,912,112,928,128,1536.8,1607.2,2675.8,2746.2,1,495,126720.0,240.0,7.7303,0.0127,451.8938
5,8,80,128,96,144,-2124.0,-2053.6,2605.4,2675.8,1,426,109056.0,257.0,8.3183,0.0129,599.8120
6,8,96,128,112,144,-2053.6,-1983.2,2605.4,2675.8,1,423,108288.0,257.0,8.3102,0.0131,529.2396
7,8,112,128,128,144,-1983.2,-1912.8,2605.4,2675.8,1,420,107520.0,253.0,8.2901,0.0133,530.0455
8,8,128,128,144,144,-1912.8,-1842.4,2605.4,2675.8,1,421,107776.0,252.0,8.2942,0.0136,527.8044
9,8,144,128,160,144,-1842.4,-1772.0,2605.4,2675.8,1,415,106240.0,246.0,8.2622,0.0137,427.0320
10,8,160,128,176,144,-1772.0,-1701.6,2605.4,2675.8,1,408,104448.0,239.0,8.2030,0.0139,388.3727
11,8,176,128,192,144,-1701.6,-1631.2,2605.4,2675.8,1,403,103168.0,228.0,8.1215,0.0141,314.6078
12,8,192,128,208,144,-1631.2,-1560.8,2605.4,2675.8,1,393,100608.0,210.0,7.9670,0.0143,212.9242
13,8,208,128,224,144,-1560.8,-1490.4,2605.4,2675.8,1,386,98816.0,195.0,6.9397,0.0145,161.7052
14,8,224,128,240,144,-1490.4,-1420.0,2605.4,2675.8,1,383,98048.0,189.0,6.9341,0.0147,141.3168
15,8,240,128,256,144,-1420.0,-1349.6,2605.4,2675.8,1,377,96512.0,177.0,6.8621,0.0148,105.0136
16,8,256,128,272,144,-1349.6,-1279.2,2605.4,2675.8,1,379,97024.0,188.0,6.9651,0.0150,160.2549
17,8,272,128,288,144,-1279.2,-1208.8,2605.4,2675.8,1,379,97024.0,196.0,6.9736,0.0151,213.5999
18,8,288,128,304,144,-1208.8,-1138.4,2605.4,2675.8,1,384,98304.0,199.0,6.9877,0.0152,278.5837
19,8,304,128,320,144,-1138.4,-1068.0,2605.4,2675.8,1,347,88832.0,169.0,6.5655,0.0153,267.6322
39,8,624,128,640,144,269.6,340.0,2605.4,2675.8,1,389,99584.0,263.0,8.2861,0.0159,712.7756
40,8,640,128,656,144,340.0,410.4,2605.4,2675.8,1,403,103168.0,268.0,8.3547,0.0158,791.5440
41,8,656,128,672,144,410.4,480.8,2605.4,2675.8,1,411,105216.0,258.0,8.2982,0.0158,607.1309
42,8,672,128,688,144,480.8,551.2,2605.4,2675.8,1,406,103936.0,260.0,8.2782,0.0157,555.7814
43,8,688,128,704,144,551.2,621.6,2605.4,2675.8,1,385,98560.0,186.0,7.4583,0.0156,258.7979
44,8,704,128,720,144,621.6,692.0,2605.4,2675.8,1,388,99328.0,190.0,7.4875,0.0154,237.1158
45,8,720,128,736,144,692.0,762.4,2605.4,2675.8,1,391,100096.0,196.0,7.5039,0.0153,218.8030
46,8,736,128,752,144,762.4,832.8,2605.4,2675.8,1,396,101376.0,200.0,7.5501,0.0151,206.1268
47,8,752,128,768,144,832.8,903.2,2605.4,2675.8,1,409,104704.0,220.0,7.7303,0.0150,303.9856
48,8,768,128,784,144,903.2,973.6,2605.4,2675.8,1,432,110592.0,241.0,7.8290,0.0148,407.1258
49,8,784,128,800,144,973.6,1044.0,2605.4,2675.8,1,457,116992.0,230.0,7.5834,0.0146,314.5132
50,8,800,128,816,144,1044.0,1114.4,2605.4,2675.8,1,482,123392.0,240.0,7.6750,0.0144,368.2113
51,8,816,128,832,144,1114.4,1184.8,2605.4,2675.8,1,491,125696.0,241.0,7.7094,0.0141,372.9831
52,8,832,128,848,144,1184.8,1255.2,2605.4,2675.8,1,502,128512.0,244.0,7.7547,0.0139,401.6118
53,8,848,128,864,144,1255.2,1325.6,2605.4,2675.8,1,503,128768.0,241.0,7.7582,0.0137,400.9847
54,8,864,128,880,144,1325.6,1396.0,2605.4,2675.8,1,511,130816.0,245.0,7.7863,0.0135,428.7061
55,8,880,128,896,144,1396.0,1466.4,2605.4,2675.8,1,512,131072.0,246.0,7.7793,0.0133,444.7279
56,8,896,128,912,144,1466.4,1536.8,2605.4,2675.8,1,511,130816.0,251.0,7.7758,0.0131,469.9731
57,8,912,128,928,144,1536.8,1607.2,2605.4,2675.8,1,506,129536.0,250.0,7.7793,0.0129,501.9450
5,9,80,144,96,160,-2124.0,-2053.6,2535.0,2605.4,1,440,112640.0,254.0,8.3223,0.0131,657.8254
6,9,96,144,112,160,-2053.6,-1983.2,2535.0,2605.4,1,436,111616.0,254.0,8.3062,0.0133,585.2976
7,9,112,144,128,160,-1983.2,-1912.8,2535.0,2605.4,1,436,111616.0,254.0,8.2982,0.0135,570.0067
8,9,128,144,144,160,-1912.8,-1842.4,2535.0,2605.4,1,436,111616.0,258.0,8.3547,0.0137,631.7599
9,9,144,144,160,160,-1842.4,-1772.0,2535.0,2605.4,1,430,110080.0,256.0,8.3304,0.0139,539.4900
10,9,160,144,176,160,-1772.0,-1701.6,2535.0,2605.4,1,425,108800.0,255.0,8.3142,0.0141,475.2519
11,9,176,144,192,160,-1701.6,-1631.2,2535.0,2605.4,1,420,107520.0,253.0,8.2901,0.0143,445.3384
12,9,192,144,208,160,-1631.2,-1560.8,2535.0,2605.4,1,415,106240.0,247.0,8.2424,0.0145,406.7686
13,9,208,144,224,160,-1560.8,-1490.4,2535.0,2605.4,1,409,104704.0,243.0,8.2266,0.0147,359.1255
14,9,224,144,240,160,-1490.4,-1420.0,2535.0,2605.4,1,403,103168.0,228.0,8.1292,0.0149,286.4893
15,9,240,144,256,160,-1420.0,-1349.6,2535.0,2605.4,1,396,101376.0,217.0,8.0757,0.0151,241.4366
16,9,256,144,272,160,-1349.6,-1279.2,2535.0,2605.4,1,390,99840.0,199.0,7.8865,0.0152,159.8130
17,9,272,144,288,160,-1279.2,-1208.8,2535.0,2605.4,1,387,99072.0,190.0,6.9877,0.0154,149.0395
18,9,288,144,304,160,-1208.8,-1138.4,2535.0,2605.4,1,388,99328.0,197.0,6.9792,0.0155,221.7080
19,9,304,144,320,160,-1138.4,-1068.0,2535.0,2605.4,1,393,100608.0,197.0,6.9934,0.0156,279.7061
20,9,320,144,336,160,-1068.0,-997.6,2535.0,2605.4,1,394,100864.0,194.0,6.9963,0.0158,301.7815
21,9,336,144,352,160,-997.6,-927.2,2535.0,2605.4,1,394,100864.0,200.0,6.9963,0.0158,385.7442
22,9,352,144,368,160,-927.2,-856.8,2535.0,2605.4,1,387,99072.0,209.0,6.9651,0.0159,540.4163
23,9,368,144,384,160,-856.8,-786.4,2535.0,2605.4,1,403,103168.0,224.0,7.5072,0.0160,877.0498
24,9,384,144,400,160,-786.4,-716.0,2535.0,2605.4,1,416,106496.0,218.0,7.5401,0.0161,1293.0123
25,9,400,144,416,160,-716.0,-645.6,2535.0,2605.4,1,412,105472.0,202.0,7.3908,0.0161,1273.5874
26,9,416,144,432,160,-645.6,-575.2,2535.0,2605.4,1,444,113664.0,257.0,9.6238,0.0162,3309.4678
38,9,608,144,624,160,199.2,269.6,2535.0,2605.4,1,373,95488.0,243.0,7.9156,0.0164,558.5974
39,9,624,144,640,160,269.6,340.0,2535.0,2605.4,1,396,101376.0,268.0,8.3142,0.0163,689.4377
40,9,640,144,656,160,340.0,410.4,2535.0,2605.4,1,410,104960.0,259.0,8.2463,0.0162,605.4284
41,9,656,144,672,160,410.4,480.8,2535.0,2605.4,1,422,108032.0,263.0,8.3425,0.0161,654.9289
42,9,672,144,688,160,480.8,551.2,2535.0,2605.4,1,418,107008.0,262.0,8.3263,0.0160,576.5056
43,9,688,144,704,160,551.2,621.6,2535.0,2605.4,1,393,100608.0,186.0,7.4712,0.0159,246.4165
44,9,704,144,720,160,621.6,692.0,2535.0,2605.4,1,393,100608.0,190.0,7.4843,0.0158,231.4801
45,9,720,144,736,160,692.0,762.4,2535.0,2605.4,1,395,101120.0,192.0,7.4973,0.0156,204.8027
46,9,736,144,752,160,762.4,832.8,2535.0,2605.4,1,397,101632.0,200.0,7.5401,0.0154,227.6017
47,9,752,144,768,160,832.8,903.2,2535.0,2605.4,1,404,103424.0,205.0,7.6002,0.0152,201.3391
48,9,768,144,784,160,903.2,973.6,2535.0,2605.4,1,422,108032.0,230.0,7.4680,0.0150,221.8126
49,9,784,144,800,160,973.6,1044.0,2535.0,2605.4,1,450,115200.0,239.0,7.5734,0.0148,287.8997
50,9,800,144,816,160,1044.0,1114.4,2535.0,2605.4,1,483,123648.0,246.0,7.6887,0.0146,362.4806
51,9,816,144,832,160,1114.4,1184.8,2535.0,2605.4,1,498,127488.0,250.0,7.7407,0.0144,408.2079
52,9,832,144,848,160,1184.8,1255.2,2535.0,2605.4,1,513,131328.0,256.0,7.9670,0.0141,707.7532
53,9,848,144,864,160,1255.2,1325.6,2535.0,2605.4,1,515,131840.0,266.0,8.1757,0.0139,571.8234
54,9,864,144,880,160,1325.6,1396.0,2535.0,2605.4,1,524,134144.0,275.0,8.2266,0.0137,658.2636
55,9,880,144,896,160,1396.0,1466.4,2535.0,2605.4,1,532,136192.0,287.0,8.5545,0.0135,783.0301
56,9,896,144,912,160,1466.4,1536.8,2535.0,2605.4,1,532,136192.0,292.0,8.5545,0.0133,851.8951
57,9,912,144,928,160,1536.8,1607.2,2535.0,2605.4,1,527,134912.0,293.0,8.5332,0.0131,847.6343
5,10,80,160,96,176,-2124.0,-2053.6,2464.6,2535.0,1,455,116480.0,255.0,8.3832,0.0133,758.7135
6,10,96,160,112,176,-2053.6,-1983.2,2464.6,2535.0,1,450,115200.0,255.0,8.3628,0.0135,683.0795
7,10,112,160,128,176,-1983.2,-1912.8,2464.6,2535.0,1,448,114688.0,253.0,8.3466,0.0137,644.5220
8,10,128,160,144,176,-1912.8,-1842.4,2464.6,2535.0,1,450,115200.0,255.0,8.3547,0.0139,679.5847
9,10,144,160,160,176,-1842.4,-1772.0,2464.6,2535.0,1,446,114176.0,254.0,8.3385,0.0141,609.6791
10,10,160,160,176,176,-1772.0,-1701.6,2464.6,2535.0,1,443,113408.0,255.0,8.3263,0.0143,567.5591
11,10,176,160,192,176,-1701.6,-1631.2,2464.6,2535.0,1,434,111104.0,252.0,8.2901,0.0145,470.9373
12,10,192,160,208,176,-1631.2,-1560.8,2464.6,2535.0,1,434,111104.0,250.0,8.2782,0.0147,466.7415
13,10,208,160,224,176,-1560.8,-1490.4,2464.6,2535.0,1,429,109824.0,241.0,8.2384,0.0149,406.5207
14,10,224,160,240,176,-1490.4,-1420.0,2464.6,2535.0,1,423,108288.0,237.0,8.1718,0.0151,352.7785
15,10,240,160,256,176,-1420.0,-1349.6,2464.6,2535.0,1,420,107520.0,236.0,8.1601,0.0153,327.9601
16,10,256,160,272,176,-1349.6,-1279.2,2464.6,2535.0,1,413,105728.0,234.0,8.1331,0.0155,313.4656
17,10,272,160,288,176,-1279.2,-1208.8,2464.6,2535.0,1,412,105472.0,236.0,8.1757,0.0156,318.0096
18,10,288,160,304,176,-1208.8,-1138.4,2464.6,2535.0,1,409,104704.0,237.0,8.2503,0.0158,321.2528
19,10,304,160,320,176,-1138.4,-1068.0,2464.6,2535.0,1,408,104448.0,240.0,8.2821,0.0159,374.5862
20,10,320,160,336,176,-1068.0,-997.6,2464.6,2535.0,1,406,103936.0,225.0,8.1679,0.0160,379.2938
21,10,336,160,352,176,-997.6,-927.2,2464.6,2535.0,1,402,102912.0,203.0,7.0249,0.0161,323.2870
22,10,352,160,368,176,-927.2,-856.8,2464.6,2535.0,1,413,105728.0,211.0,7.0538,0.0162,437.6704
23,10,368,160,384,176,-856.8,-786.4,2464.6,2535.0,1,429,109824.0,231.0,7.5039,0.0163,691.2034
24,10,384,160,400,176,-786.4,-716.0,2464.6,2535.0,1,450,115200.0,233.0,7.6647,0.0164,1037.6774
25,10,400,160,416,176,-716.0,-645.6,2464.6,2535.0,1,455,116480.0,230.0,7.6715,0.0165,1195.9127
26,10,416,160,432,176,-645.6,-575.2,2464.6,2535.0,1,488,124928.0,284.0,10.0638,0.0166,2952.9404
36,10,576,160,592,176,58.4,128.8,2464.6,2535.0,1,305,78080.0,148.0,6.9118,0.0168,109.1467
37,10,592,160,608,176,128.8,199.2,2464.6,2535.0,1,355,90880.0,226.0,7.7512,0.0168,424.4681
38,10,608,160,624,176,199.2,269.6,2464.6,2535.0,1,386,98816.0,248.0,7.9192,0.0167,569.5918
39,10,624,160,640,176,269.6,340.0,2464.6,2535.0,1,404,103424.0,259.0,8.2109,0.0166,547.1324
40,10,640,160,656,176,340.0,410.4,2464.6,2535.0,1,420,107520.0,261.0,8.2861,0.0166,640.1598
41,10,656,160,672,176,410.4,480.8,2464.6,2535.0,1,429,109824.0,261.0,8.3710,0.0165,659.8951
42,10,672,160,688,176,480.8,551.2,2464.6,2535.0,1,425,108800.0,262.0,8.3547,0.0163,598.0395
43,10,688,160,704,176,551.2,621.6,2464.6,2535.0,1,400,102400.0,191.0,7.4973,0.0162,245.0788
44,10,704,160,720,176,621.6,692.0,2464.6,2535.0,1,398,101888.0,196.0,7.4941,0.0160,220.0079
45,10,720,160,736,176,692.0,762.4,2464.6,2535.0,1,398,101888.0,201.0,7.5039,0.0159,192.4470
46,10,736,160,752,176,762.4,832.8,2464.6,2535.0,1,407,104192.0,214.0,7.5734,0.0157,226.5666
47,10,752,160,768,176,832.8,903.2,2464.6,2535.0,1,406,103936.0,216.0,7.7268,0.0155,289.0447
48,10,768,160,784,176,903.2,973.6,2464.6,2535.0,1,422,108032.0,246.0,7.8147,0.0152,250.6078
