col,row,px_left,px_top,px_right,px_bottom,world_x_min,world_x_max,world_y_min,world_y_max,walkable,connectivity,isovist_area_px,isovist_perimeter,integration_hh_t,integration_hh_m,choice_t
6,31,96,496,112,512,-2053.6,-1983.2,986.2,1056.6,1,203,51968.0,195.0,6.5530,0.0155,1612.9389
7,31,112,496,128,512,-1983.2,-1912.8,986.2,1056.6,1,190,48640.0,193.0,6.5182,0.0159,1337.8546
8,31,128,496,144,512,-1912.8,-1842.4,986.2,1056.6,1,181,46336.0,220.0,6.5132,0.0163,1286.7631
9,31,144,496,160,512,-1842.4,-1772.0,986.2,1056.6,1,242,61952.0,253.0,7.2873,0.0166,1614.4899
10,31,160,496,176,512,-1772.0,-1701.6,986.2,1056.6,1,365,93440.0,236.0,7.4843,0.0169,2753.8062
11,31,176,496,192,512,-1701.6,-1631.2,986.2,1056.6,1,405,103680.0,229.0,7.1477,0.0172,2968.4736
12,31,192,496,208,512,-1631.2,-1560.8,986.2,1056.6,1,364,93184.0,216.0,6.9792,0.0174,2408.4307
13,31,208,496,224,512,-1560.8,-1490.4,986.2,1056.6,1,230,58880.0,199.0,6.5380,0.0176,1132.9535
14,31,224,496,240,512,-1490.4,-1420.0,986.2,1056.6,1,132,33792.0,135.0,5.9718,0.0177,192.2149
15,31,240,496,256,512,-1420.0,-1349.6,986.2,1056.6,1,112,28672.0,107.0,5.8023,0.0178,80.5854
16,31,256,496,272,512,-1349.6,-1279.2,986.2,1056.6,1,107,27392.0,100.0,5.7249,0.0178,107.1491
17,31,272,496,288,512,-1279.2,-1208.8,986.2,1056.6,1,100,25600.0,84.0,5.0026,0.0179,79.5799
18,31,288,496,304,512,-1208.8,-1138.4,986.2,1056.6,1,98,25088.0,82.0,4.8052,0.0179,76.0504
27,31,432,496,448,512,-575.2,-504.8,986.2,1056.6,1,280,71680.0,245.0,8.7108,0.0201,516.3247
28,31,448,496,464,512,-504.8,-434.4,986.2,1056.6,1,289,73984.0,224.0,8.8408,0.0203,400.8196
29,31,464,496,480,512,-434.4,-364.0,986.2,1056.6,1,291,74496.0,215.0,8.6233,0.0205,333.1870
30,31,480,496,496,512,-364.0,-293.6,986.2,1056.6,1,285,72960.0,214.0,8.4827,0.0205,301.8993
31,31,496,496,512,512,-293.6,-223.2,986.2,1056.6,1,269,68864.0,184.0,8.1331,0.0205,190.9878
32,31,512,496,528,512,-223.2,-152.8,986.2,1056.6,1,260,66560.0,166.0,6.6649,0.0205,126.2472
33,31,528,496,544,512,-152.8,-82.4,986.2,1056.6,1,248,63488.0,158.0,6.5882,0.0203,129.8935
42,31,672,496,688,512,480.8,551.2,986.2,1056.6,1,371,94976.0,209.0,8.3506,0.0189,516.2775
43,31,688,496,704,512,551.2,621.6,986.2,1056.6,1,401,102656.0,239.0,8.6319,0.0189,816.3348
44,31,704,496,720,512,621.6,692.0,986.2,1056.6,1,407,104192.0,201.0,7.3560,0.0189,441.3731
45,31,720,496,736,512,692.0,762.4,986.2,1056.6,1,437,111872.0,191.0,7.5039,0.0187,399.9525
46,31,736,496,752,512,762.4,832.8,986.2,1056.6,1,443,113408.0,186.0,7.1806,0.0185,270.2798
47,31,752,496,768,512,832.8,903.2,986.2,1056.6,1,444,113664.0,187.0,7.2047,0.0183,264.3672
48,31,768,496,784,512,903.2,973.6,986.2,1056.6,1,448,114688.0,183.0,7.2169,0.0180,259.9391
49,31,784,496,800,512,973.6,1044.0,986.2,1056.6,1,448,114688.0,197.0,7.5401,0.0177,265.0973
50,31,800,496,816,512,1044.0,1114.4,986.2,1056.6,1,458,117248.0,209.0,8.3223,0.0175,267.9496
51,31,816,496,832,512,1114.4,1184.8,986.2,1056.6,1,484,123904.0,219.0,8.4743,0.0172,378.9948
52,31,832,496,848,512,1184.8,1255.2,986.2,1056.6,1,530,135680.0,253.0,8.7374,0.0169,837.1499
53,31,848,496,864,512,1255.2,1325.6,986.2,1056.6,1,573,146688.0,260.0,9.0793,0.0166,1304.4199
54,31,864,496,880,512,1325.6,1396.0,986.2,1056.6,1,587,150272.0,262.0,9.1519,0.0162,1423.6171
55,31,880,496,896,512,1396.0,1466.4,986.2,1056.6,1,577,147712.0,264.0,9.2855,0.0159,1538.2284
56,31,896,496,912,512,1466.4,1536.8,986.2,1056.6,1,560,143360.0,259.0,9.2108,0.0156,1352.4039
57,31,912,496,928,512,1536.8,1607.2,986.2,1056.6,1,555,142080.0,265.0,9.2256,0.0153,1730.2718
58,31,928,496,944,512,1607.2,1677.6,986.2,1056.6,1,368,94208.0,194.0,7.2534,0.0149,312.3547
59,31,944,496,960,512,1677.6,1748.0,986.2,1056.6,1,332,84992.0,165.0,7.1627,0.0146,285.6591
60,31,960,496,976,512,1748.0,1818.4,986.2,1056.6,1,311,79616.0,135.0,6.1959,0.0142,34.4354
9,32,144,512,160,528,-1842.4,-1772.0,915.8,986.2,1,170,43520.0,192.0,6.4399,0.0166,885.7434
10,32,160,512,176,528,-1772.0,-1701.6,915.8,986.2,1,378,96768.0,238.0,7.6306,0.0169,2814.2150
11,32,176,512,192,528,-1701.6,-1631.2,915.8,986.2,1,415,106240.0,226.0,7.1806,0.0171,2697.5063
12,32,192,512,208,528,-1631.2,-1560.8,915.8,986.2,1,373,95488.0,217.0,7.0422,0.0173,2203.6360
13,32,208,512,224,528,-1560.8,-1490.4,915.8,986.2,1,143,36608.0,154.0,6.1165,0.0175,324.4913
27,32,432,512,448,528,-575.2,-504.8,915.8,986.2,1,280,71680.0,245.0,8.7285,0.0199,541.4749
28,32,448,512,464,528,-504.8,-434.4,915.8,986.2,1,290,74240.0,242.0,8.8272,0.0201,520.5043
29,32,464,512,480,528,-434.4,-364.0,915.8,986.2,1,284,72704.0,206.0,8.5375,0.0203,287.4818
30,32,480,512,496,528,-364.0,-293.6,915.8,986.2,1,279,71424.0,197.0,8.2424,0.0204,225.7981
31,32,496,512,512,528,-293.6,-223.2,915.8,986.2,1,260,66560.0,171.0,7.8361,0.0204,110.6020
32,32,512,512,528,528,-223.2,-152.8,915.8,986.2,1,253,64768.0,158.0,6.6212,0.0203,92.9170
33,32,528,512,544,528,-152.8,-82.4,915.8,986.2,1,247,63232.0,155.0,6.5832,0.0201,109.0816
42,32,672,512,688,528,480.8,551.2,915.8,986.2,1,370,94720.0,213.0,8.3102,0.0188,481.4521
43,32,688,512,704,528,551.2,621.6,915.8,986.2,1,424,108544.0,246.0,8.7731,0.0188,954.4007
44,32,704,512,720,528,621.6,692.0,915.8,986.2,1,430,110080.0,212.0,7.4908,0.0188,568.7474
45,32,720,512,736,528,692.0,762.4,915.8,986.2,1,447,114432.0,197.0,7.6956,0.0187,404.0501
46,32,736,512,752,528,762.4,832.8,915.8,986.2,1,451,115456.0,192.0,7.6853,0.0185,356.1923
47,32,752,512,768,528,832.8,903.2,915.8,986.2,1,451,115456.0,189.0,7.2412,0.0183,264.6198
48,32,768,512,784,528,903.2,973.6,915.8,986.2,1,452,115712.0,197.0,7.5534,0.0180,279.9402
49,32,784,512,800,528,973.6,1044.0,915.8,986.2,1,459,117504.0,208.0,8.0643,0.0178,281.9359
50,32,800,512,816,528,1044.0,1114.4,915.8,986.2,1,471,120576.0,218.0,8.4120,0.0175,296.6789
51,32,816,512,832,528,1114.4,1184.8,915.8,986.2,1,486,124416.0,220.0,8.4910,0.0172,431.3385
52,32,832,512,848,528,1184.8,1255.2,915.8,986.2,1,534,136704.0,255.0,8.8820,0.0169,903.3169
53,32,848,512,864,528,1255.2,1325.6,915.8,986.2,1,564,144384.0,258.0,9.0363,0.0166,1202.8165
54,32,864,512,880,528,1325.6,1396.0,915.8,986.2,1,575,147200.0,265.0,9.2755,0.0163,1498.2997
55,32,880,512,896,528,1396.0,1466.4,915.8,986.2,1,564,144384.0,261.0,9.2207,0.0159,1344.1148
56,32,896,512,912,528,1466.4,1536.8,915.8,986.2,1,555,142080.0,264.0,9.2207,0.0156,1654.0032
57,32,912,512,928,528,1536.8,1607.2,915.8,986.2,1,545,139520.0,264.0,9.2306,0.0153,1520.1295
58,32,928,512,944,528,1607.2,1677.6,915.8,986.2,1,432,110592.0,250.0,8.7463,0.0150,1183.4931
59,32,944,512,960,528,1677.6,1748.0,915.8,986.2,1,331,84736.0,142.0,5.7268,0.0146,23.3740
60,32,960,512,976,528,1748.0,1818.4,915.8,986.2,1,323,82688.0,136.0,6.0242,0.0143,16.0836
10,33,160,528,176,544,-1772.0,-1701.6,845.4,915.8,1,399,102144.0,250.0,7.7722,0.0168,2952.3873
11,33,176,528,192,544,-1701.6,-1631.2,845.4,915.8,1,413,105728.0,226.0,7.1836,0.0170,2392.2620
12,33,192,528,208,544,-1631.2,-1560.8,845.4,915.8,1,369,94464.0,192.0,6.1714,0.0172,1188.1764
27,33,432,528,448,544,-575.2,-504.8,845.4,915.8,1,283,72448.0,241.0,8.6887,0.0197,634.2379
28,33,448,528,464,544,-504.8,-434.4,845.4,915.8,1,290,74240.0,239.0,8.8227,0.0200,521.8279
29,33,464,528,480,544,-434.4,-364.0,845.4,915.8,1,285,72960.0,218.0,8.7418,0.0201,403.0954
30,33,480,528,496,544,-364.0,-293.6,845.4,915.8,1,272,69632.0,195.0,8.2148,0.0202,196.8067
31,33,496,528,512,544,-293.6,-223.2,845.4,915.8,1,254,65024.0,164.0,6.7435,0.0203,75.5634
32,33,512,528,528,544,-223.2,-152.8,845.4,915.8,1,250,64000.0,153.0,6.5983,0.0202,69.9319
33,33,528,528,544,544,-152.8,-82.4,845.4,915.8,1,240,61440.0,147.0,6.5505,0.0200,81.9524
42,33,672,528,688,544,480.8,551.2,845.4,915.8,1,373,95488.0,224.0,8.3183,0.0187,480.1080
43,33,688,528,704,544,551.2,621.6,845.4,915.8,1,436,111616.0,248.0,8.8499,0.0187,955.0514
44,33,704,528,720,544,621.6,692.0,845.4,915.8,1,456,116736.0,237.0,9.0745,0.0187,811.6044
45,33,720,528,736,544,692.0,762.4,845.4,915.8,1,456,116736.0,209.0,7.7582,0.0186,503.0135
46,33,736,528,752,544,762.4,832.8,845.4,915.8,1,461,118016.0,201.0,7.7442,0.0184,429.4223
47,33,752,528,768,544,832.8,903.2,845.4,915.8,1,455,116480.0,196.0,7.5634,0.0182,292.1475
48,33,768,528,784,544,903.2,973.6,845.4,915.8,1,457,116992.0,205.0,7.8076,0.0180,280.6715
49,33,784,528,800,544,973.6,1044.0,845.4,915.8,1,470,120320.0,215.0,8.3751,0.0178,296.9652
50,33,800,528,816,544,1044.0,1114.4,845.4,915.8,1,484,123904.0,221.0,8.4701,0.0175,357.3940
51,33,816,528,832,544,1114.4,1184.8,845.4,915.8,1,495,126720.0,232.0,8.6843,0.0172,509.7648
52,33,832,528,848,544,1184.8,1255.2,845.4,915.8,1,528,135168.0,255.0,8.8545,0.0169,895.3327
53,33,848,528,864,544,1255.2,1325.6,845.4,915.8,1,554,141824.0,264.0,9.1665,0.0166,1263.7127
54,33,864,528,880,544,1325.6,1396.0,845.4,915.8,1,561,143616.0,264.0,9.2058,0.0163,1312.3021
55,33,880,528,896,544,1396.0,1466.4,845.4,915.8,1,553,141568.0,267.0,9.2555,0.0159,1587.0685
56,33,896,528,912,544,1466.4,1536.8,845.4,915.8,1,543,139008.0,262.0,9.2157,0.0156,1415.5935
57,33,912,528,928,544,1536.8,1607.2,845.4,915.8,1,526,134656.0,248.0,9.2455,0.0153,1433.6531
58,33,928,528,944,544,1607.2,1677.6,845.4,915.8,1,451,115456.0,220.0,7.2443,0.0150,381.0873
59,33,944,528,960,544,1677.6,1748.0,845.4,915.8,1,339,86784.0,158.0,6.1383,0.0146,43.6236
60,33,960,528,976,544,1748.0,1818.4,845.4,915.8,1,325,83200.0,141.0,6.1056,0.0143,20.2512
10,34,160,544,176,560,-1772.0,-1701.6,775.0,845.4,1,410,104960.0,241.0,7.7970,0.0167,2890.1617
11,34,176,544,192,560,-1701.6,-1631.2,775.0,845.4,1,397,101632.0,205.0,7.0567,0.0169,1305.3932
12,34,192,544,208,560,-1631.2,-1560.8,775.0,845.4,1,365,93440.0,168.0,6.0818,0.0171,602.0075
27,34,432,544,448,560,-575.2,-504.8,775.0,845.4,1,281,71936.0,230.0,8.6668,0.0196,557.4691
28,34,448,544,464,560,-504.8,-434.4,775.0,845.4,1,298,76288.0,236.0,8.8136,0.0198,611.3629
29,34,464,544,480,560,-434.4,-364.0,775.0,845.4,1,291,74496.0,231.0,8.7910,0.0200,502.8913
30,34,480,544,496,560,-364.0,-293.6,775.0,845.4,1,278,71168.0,214.0,8.7686,0.0201,456.0621
31,34,496,544,512,560,-293.6,-223.2,775.0,845.4,1,252,64512.0,161.0,6.6727,0.0201,69.3949
32,34,512,544,528,560,-223.2,-152.8,775.0,845.4,1,248,63488.0,150.0,6.5806,0.0201,68.8340
33,34,528,544,544,560,-152.8,-82.4,775.0,845.4,1,238,60928.0,145.0,6.5306,0.0199,63.6086
42,34,672,544,688,560,480.8,551.2,775.0,845.4,1,377,96512.0,234.0,8.4203,0.0186,495.9769
43,34,688,544,704,560,551.2,621.6,775.0,845.4,1,458,117248.0,254.0,9.0315,0.0186,978.4377
44,34,704,544,720,560,621.6,692.0,775.0,845.4,1,475,121600.0,247.0,9.2705,0.0186,1007.1018
45,34,720,544,736,560,692.0,762.4,775.0,845.4,1,466,119296.0,215.0,7.8076,0.0185,587.9425
46,34,736,544,752,560,762.4,832.8,775.0,845.4,1,463,118528.0,208.0,8.0454,0.0184,473.0887
47,34,752,544,768,560,832.8,903.2,775.0,845.4,1,463,118528.0,212.0,8.2622,0.0182,383.3249
48,34,768,544,784,560,903.2,973.6,775.0,845.4,1,467,119552.0,213.0,8.3588,0.0180,293.8173
49,34,784,544,800,560,973.6,1044.0,775.0,845.4,1,474,121344.0,221.0,8.4244,0.0177,304.9768
50,34,800,544,816,560,1044.0,1114.4,775.0,845.4,1,483,123648.0,224.0,8.5973,0.0175,406.2293
51,34,816,544,832,560,1114.4,1184.8,775.0,845.4,1,499,127744.0,242.0,8.7152,0.0172,573.3826
52,34,832,544,848,560,1184.8,1255.2,775.0,845.4,1,527,134912.0,265.0,9.0745,0.0169,997.0705
53,34,848,544,864,560,1255.2,1325.6,775.0,845.4,1,539,137984.0,265.0,9.1470,0.0166,1111.7685
54,34,864,544,880,560,1325.6,1396.0,775.0,845.4,1,549,140544.0,271.0,9.3157,0.0162,1507.5698
55,34,880,544,896,560,1396.0,1466.4,775.0,845.4,1,539,137984.0,265.0,9.2655,0.0159,1383.5531
56,34,896,544,912,560,1466.4,1536.8,775.0,845.4,1,525,134400.0,247.0,9.3006,0.0156,1613.5072
57,34,912,544,928,560,1536.8,1607.2,775.0,845.4,1,514,131584.0,226.0,7.5302,0.0153,496.5265
58,34,928,544,944,560,1607.2,1677.6,775.0,845.4,1,466,119296.0,228.0,7.4973,0.0149,451.2250
59,34,944,544,960,560,1677.6,1748.0,775.0,845.4,1,375,96000.0,214.0,7.1866,0.0146,246.1439
60,34,960,544,976,560,1748.0,1818.4,775.0,845.4,1,333,85248.0,156.0,6.1670,0.0143,49.8806
10,35,160,560,176,576,-1772.0,-1701.6,704.6,775.0,1,383,98048.0,181.0,5.6644,0.0166,512.4630
11,35,176,560,192,576,-1701.6,-1631.2,704.6,775.0,1,389,99584.0,190.0,7.0887,0.0167,1146.5049
12,35,192,560,208,576,-1631.2,-1560.8,704.6,775.0,1,373,95488.0,166.0,6.1186,0.0168,602.6887
27,35,432,560,448,576,-575.2,-504.8,704.6,775.0,1,286,73216.0,227.0,8.6493,0.0194,596.5804
28,35,448,560,464,576,-504.8,-434.4,704.6,775.0,1,301,77056.0,234.0,8.8317,0.0197,597.4854
29,35,464,560,480,576,-434.4,-364.0,704.6,775.0,1,298,76288.0,229.0,8.8227,0.0198,589.7941
30,35,480,560,496,576,-364.0,-293.6,704.6,775.0,1,282,72192.0,232.0,8.8136,0.0200,523.0765
31,35,496,560,512,576,-293.6,-223.2,704.6,775.0,1,254,65024.0,170.0,7.7477,0.0200,258.9824
32,35,512,560,528,576,-223.2,-152.8,704.6,775.0,1,245,62720.0,148.0,6.5530,0.0200,52.1376
33,35,528,560,544,576,-152.8,-82.4,704.6,775.0,1,237,60672.0,142.0,6.5182,0.0198,81.1943
42,35,672,560,688,576,480.8,551.2,704.6,775.0,1,387,99072.0,236.0,8.4618,0.0185,512.6452
43,35,688,560,704,576,551.2,621.6,704.6,775.0,1,488,124928.0,257.0,9.3056,0.0185,1067.5606
44,35,704,560,720,576,621.6,692.0,704.6,775.0,1,487,124672.0,251.0,9.3360,0.0185,1092.3713
45,35,720,560,736,576,692.0,762.4,704.6,775.0,1,468,119808.0,220.0,7.9083,0.0184,670.5772
46,35,736,560,752,576,762.4,832.8,704.6,775.0,1,475,121600.0,226.0,8.3506,0.0183,545.0075
47,35,752,560,768,576,832.8,903.2,704.6,775.0,1,470,120320.0,218.0,8.5673,0.0181,375.4535
48,35,768,560,784,576,903.2,973.6,704.6,775.0,1,473,121088.0,223.0,8.8363,0.0179,356.1466
49,35,784,560,800,576,973.6,1044.0,704.6,775.0,1,488,124928.0,225.0,8.6146,0.0177,373.6234
50,35,800,560,816,576,1044.0,1114.4,704.6,775.0,1,491,125696.0,229.0,8.6843,0.0174,462.4395
51,35,816,560,832,576,1114.4,1184.8,704.6,775.0,1,498,127488.0,261.0,9.0125,0.0171,706.4088
52,35,832,560,848,576,1184.8,1255.2,704.6,775.0,1,516,132096.0,267.0,9.0985,0.0168,904.4805
53,35,848,560,864,576,1255.2,1325.6,704.6,775.0,1,530,135680.0,272.0,9.3056,0.0165,1296.9022
54,35,864,560,880,576,1325.6,1396.0,704.6,775.0,1,534,136704.0,272.0,9.3360,0.0162,1311.5744
55,35,880,560,896,576,1396.0,1466.4,704.6,775.0,1,522,133632.0,249.0,9.2755,0.0159,1036.9946
56,35,896,560,912,576,1466.4,1536.8,704.6,775.0,1,519,132864.0,235.0,7.5801,0.0155,528.6228
57,35,912,560,928,576,1536.8,1607.2,704.6,775.0,1,515,131840.0,239.0,7.5834,0.0152,538.9188
58,35,928,560,944,576,1607.2,1677.6,704.6,775.0,1,478,122368.0,241.0,7.5435,0.0149,481.5880
59,35,944,560,960,576,1677.6,1748.0,704.6,775.0,1,399,102144.0,224.0,7.2626,0.0146,302.9668
60,35,960,560,976,576,1748.0,1818.4,704.6,775.0,1,343,87808.0,176.0,6.2523,0.0142,88.5729
8,36,128,576,144,592,-1912.8,-1842.4,634.2,704.6,1,342,87552.0,129.0,5.1933,0.0158,12.9225
9,36,144,576,160,592,-1842.4,-1772.0,634.2,704.6,1,369,94464.0,173.0,5.6477,0.0162,511.0520
10,36,160,576,176,592,-1772.0,-1701.6,634.2,704.6,1,375,96000.0,166.0,5.6384,0.0164,512.4472
11,36,176,576,192,592,-1701.6,-1631.2,634.2,704.6,1,386,98816.0,191.0,7.0975,0.0166,1011.3954
12,36,192,576,208,592,-1631.2,-1560.8,634.2,704.6,1,375,96000.0,176.0,6.9062,0.0166,779.1035
13,36,208,576,224,592,-1560.8,-1490.4,634.2,704.6,1,344,88064.0,159.0,6.0242,0.0165,492.9386
14,36,224,576,240,592,-1490.4,-1420.0,634.2,704.6,1,303,77568.0,119.0,5.1574,0.0162,4.5567
27,36,432,576,448,592,-575.2,-504.8,634.2,704.6,1,291,74496.0,225.0,8.6755,0.0193,612.6528
28,36,448,576,464,592,-504.8,-434.4,634.2,704.6,1,304,77824.0,233.0,8.8454,0.0195,621.7976
29,36,464,576,480,592,-434.4,-364.0,634.2,704.6,1,300,76800.0,230.0,8.8866,0.0197,590.7919
30,36,480,576,496,592,-364.0,-293.6,634.2,704.6,1,291,74496.0,231.0,8.8591,0.0199,620.2513
31,36,496,576,512,592,-293.6,-223.2,634.2,704.6,1,270,69120.0,195.0,7.8648,0.0199,468.5282
32,36,512,576,528,592,-223.2,-152.8,634.2,704.6,1,245,62720.0,149.0,6.5706,0.0199,73.5725
33,36,528,576,544,592,-152.8,-82.4,634.2,704.6,1,235,60160.0,142.0,6.5132,0.0198,59.1880
42,36,672,576,688,592,480.8,551.2,634.2,704.6,1,413,105728.0,245.0,8.7063,0.0185,625.4169
43,36,688,576,704,592,551.2,621.6,634.2,704.6,1,504,129024.0,262.0,9.4231,0.0185,1113.5073
44,36,704,576,720,592,621.6,692.0,634.2,704.6,1,491,125696.0,252.0,9.3563,0.0184,1043.0916
45,36,720,576,736,592,692.0,762.4,634.2,704.6,1,483,123648.0,249.0,9.1812,0.0183,784.4366
46,36,736,576,752,592,762.4,832.8,634.2,704.6,1,482,123392.0,235.0,8.6799,0.0182,589.8078
47,36,752,576,768,592,832.8,903.2,634.2,704.6,1,480,122880.0,231.0,8.8958,0.0180,432.0871
48,36,768,576,784,592,903.2,973.6,634.2,704.6,1,485,124160.0,236.0,9.0173,0.0178,432.4183
49,36,784,576,800,592,973.6,1044.0,634.2,704.6,1,490,125440.0,239.0,9.2009,0.0176,559.2708
50,36,800,576,816,592,1044.0,1114.4,634.2,704.6,1,490,125440.0,244.0,9.0315,0.0173,572.5399
51,36,816,576,832,592,1114.4,1184.8,634.2,704.6,1,489,125184.0,275.0,9.0889,0.0170,711.9454
52,36,832,576,848,592,1184.8,1255.2,634.2,704.6,1,511,130816.0,282.0,9.2356,0.0167,1118.7828
53,36,848,576,864,592,1255.2,1325.6,634.2,704.6,1,521,133376.0,289.0,9.3512,0.0164,1605.1943
54,36,864,576,880,592,1325.6,1396.0,634.2,704.6,1,512,131072.0,250.0,7.6476,0.0161,516.9877
55,36,880,576,896,592,1396.0,1466.4,634.2,704.6,1,520,133120.0,250.0,7.6784,0.0158,558.3713
56,36,896,576,912,592,1466.4,1536.8,634.2,704.6,1,522,133632.0,249.0,7.6818,0.0155,579.2827
57,36,912,576,928,592,1536.8,1607.2,634.2,704.6,1,519,132864.0,245.0,7.6818,0.0152,585.7028
58,36,928,576,944,592,1607.2,1677.6,634.2,704.6,1,488,124928.0,242.0,7.5801,0.0148,532.0033
59,36,944,576,960,592,1677.6,1748.0,634.2,704.6,1,423,108288.0,239.0,7.3718,0.0145,391.1788
60,36,960,576,976,592,1748.0,1818.4,634.2,704.6,1,369,94464.0,222.0,7.1776,0.0142,261.7123
6,37,96,592,112,608,-2053.6,-1983.2,563.8,634.2,1,350,89600.0,132.0,5.7096,0.0151,22.9358
7,37,112,592,128,608,-1983.2,-1912.8,563.8,634.2,1,356,91136.0,134.0,5.6588,0.0155,19.2455
8,37,128,592,144,608,-1912.8,-1842.4,563.8,634.2,1,370,94720.0,174.0,5.9926,0.0158,500.4125
9,37,144,592,160,608,-1842.4,-1772.0,563.8,634.2,1,372,95232.0,157.0,5.5943,0.0160,141.1131
10,37,160,592,176,608,-1772.0,-1701.6,563.8,634.2,1,372,95232.0,160.0,5.5834,0.0162,75.1922
11,37,176,592,192,608,-1701.6,-1631.2,563.8,634.2,1,382,97792.0,195.0,7.1034,0.0164,1148.8030
12,37,192,592,208,608,-1631.2,-1560.8,563.8,634.2,1,375,96000.0,179.0,7.0163,0.0164,848.6469
13,37,208,592,224,608,-1560.8,-1490.4,563.8,634.2,1,359,91904.0,163.0,6.0796,0.0163,583.0448
14,37,224,592,240,608,-1490.4,-1420.0,563.8,634.2,1,323,82688.0,145.0,5.7058,0.0162,229.5409
15,37,240,592,256,608,-1420.0,-1349.6,563.8,634.2,1,297,76032.0,118.0,5.1466,0.0159,4.1517
16,37,256,592,272,608,-1349.6,-1279.2,563.8,634.2,1,282,72192.0,111.0,5.0437,0.0155,1.7043
26,37,416,592,432,608,-645.6,-575.2,563.8,634.2,1,171,43776.0,169.0,6.3706,0.0188,254.2737
27,37,432,592,448,608,-575.2,-504.8,563.8,634.2,1,299,76544.0,238.0,8.7865,0.0192,712.0836
28,37,448,592,464,608,-504.8,-434.4,563.8,634.2,1,310,79360.0,237.0,8.9096,0.0194,681.8349
29,37,464,592,480,608,-434.4,-364.0,563.8,634.2,1,309,79104.0,233.0,8.9328,0.0196,682.1785
30,37,480,592,496,608,-364.0,-293.6,563.8,634.2,1,296,75776.0,231.0,8.8912,0.0198,646.5588
31,37,496,592,512,608,-293.6,-223.2,563.8,634.2,1,278,71168.0,189.0,7.8468,0.0198,551.4897
32,37,512,592,528,608,-223.2,-152.8,563.8,634.2,1,271,69376.0,188.0,7.8684,0.0198,551.1948
33,37,528,592,544,608,-152.8,-82.4,563.8,634.2,1,235,60160.0,142.0,6.5132,0.0197,56.9707
42,37,672,592,688,608,480.8,551.2,563.8,634.2,1,479,122624.0,257.0,9.2207,0.0185,878.4150
43,37,688,592,704,608,551.2,621.6,563.8,634.2,1,506,129536.0,263.0,9.4335,0.0184,1060.1784
44,37,704,592,720,608,621.6,692.0,563.8,634.2,1,504,129024.0,271.0,9.4231,0.0184,1115.6215
45,37,720,592,736,608,692.0,762.4,563.8,634.2,1,496,126976.0,267.0,9.3768,0.0182,902.8109
46,37,736,592,752,608,762.4,832.8,563.8,634.2,1,492,125952.0,249.0,9.0937,0.0181,586.0047
47,37,752,592,768,608,832.8,903.2,563.8,634.2,1,495,126720.0,259.0,9.1960,0.0179,636.6842
48,37,768,592,784,608,903.2,973.6,563.8,634.2,1,505,129280.0,265.0,9.3056,0.0177,638.4282
49,37,784,592,800,608,973.6,1044.0,563.8,634.2,1,505,129280.0,270.0,9.4386,0.0175,744.9858
50,37,800,592,816,608,1044.0,1114.4,563.8,634.2,1,483,123648.0,277.0,9.3922,0.0172,752.2707
51,37,816,592,832,608,1114.4,1184.8,563.8,634.2,1,492,125952.0,292.0,9.1519,0.0169,942.2537
52,37,832,592,848,608,1184.8,1255.2,563.8,634.2,1,502,128512.0,291.0,9.2455,0.0166,1253.4754
53,37,848,592,864,608,1255.2,1325.6,563.8,634.2,1,502,128512.0,252.0,7.6171,0.0163,506.5561
54,37,864,592,880,608,1325.6,1396.0,563.8,634.2,1,514,131584.0,251.0,7.6613,0.0160,566.2087
55,37,880,592,896,608,1396.0,1466.4,563.8,634.2,1,521,133376.0,246.0,7.6818,0.0157,602.6783
56,37,896,592,912,608,1466.4,1536.8,563.8,634.2,1,522,133632.0,245.0,7.6887,0.0154,616.2795
57,37,912,592,928,608,1536.8,1607.2,563.8,634.2,1,523,133888.0,244.0,7.6922,0.0151,623.8572
58,37,928,592,944,608,1607.2,1677.6,563.8,634.2,1,493,126208.0,243.0,7.5969,0.0148,565.2397
59,37,944,592,960,608,1677.6,1748.0,563.8,634.2,1,439,112384.0,241.0,7.4228,0.0144,436.9388
60,37,960,592,976,608,1748.0,1818.4,563.8,634.2,1,389,99584.0,224.0,7.2382,0.0141,328.5687
6,38,96,608,112,624,-2053.6,-1983.2,493.4,563.8,1,367,93952.0,147.0,6.1186,0.0151,337.3805
7,38,112,608,128,624,-1983.2,-1912.8,493.4,563.8,1,379,97024.0,174.0,6.1317,0.0154,502.3339
8,38,128,608,144,624,-1912.8,-1842.4,493.4,563.8,1,378,96768.0,162.0,5.9864,0.0156,187.0142
9,38,144,608,160,624,-1842.4,-1772.0,493.4,563.8,1,378,96768.0,163.0,5.6053,0.0159,97.7300
10,38,160,608,176,624,-1772.0,-1701.6,493.4,563.8,1,378,96768.0,162.0,5.5998,0.0161,70.7662
11,38,176,608,192,624,-1701.6,-1631.2,493.4,563.8,1,379,97024.0,188.0,7.1122,0.0162,942.0018
12,38,192,608,208,624,-1631.2,-1560.8,493.4,563.8,1,377,96512.0,189.0,7.0712,0.0162,1115.7708
13,38,208,608,224,624,-1560.8,-1490.4,493.4,563.8,1,362,92672.0,168.0,6.8621,0.0161,657.3051
14,38,224,608,240,624,-1490.4,-1420.0,493.4,563.8,1,341,87296.0,157.0,6.0157,0.0160,495.4151
15,38,240,608,256,624,-1420.0,-1349.6,493.4,563.8,1,309,79104.0,141.0,5.6532,0.0158,165.5480
